CALENDAR_DATE;DAY_OF_MONTH;DAY_OF_WEEK_SK;SEASON_SK;QUARTER_OF_YEAR;WEEKEND_FLAG;WEEK_OF_YEAR;RAMADAN_FLAG;RELIGIOUS_DAY_FLAG_SK;NATIONAL_DAY_FLAG_SK;PUBLIC_HOLIDAY_FLAG;SPECIAL_DAY_SK;SPECIAL_DAY_SK2
12.06.2011;12;7;2;2;Y;24;N;100;200;Y;;
11.06.2011;11;6;2;2;Y;24;N;100;200;Y;;
10.06.2011;10;5;2;2;N;24;N;100;200;N;;
9.06.2011;9;4;2;2;N;24;N;100;200;N;;
8.06.2011;8;3;2;2;N;24;N;100;200;N;;
7.06.2011;7;2;2;2;N;24;N;100;200;N;;
6.06.2011;6;1;2;2;N;24;N;100;200;N;;
5.06.2011;5;7;2;2;Y;23;N;100;200;Y;;
4.06.2011;4;6;2;2;Y;23;N;100;200;Y;;
3.06.2011;3;5;2;2;N;23;N;100;200;N;;
2.06.2011;2;4;2;2;N;23;N;100;200;N;;
1.06.2011;1;3;2;2;N;23;N;100;200;N;;
31.05.2011;31;2;2;2;N;23;N;100;200;N;;
30.05.2011;30;1;2;2;N;23;N;100;200;N;;
29.05.2011;29;7;2;2;Y;22;N;100;200;Y;;
28.05.2011;28;6;2;2;Y;22;N;100;200;Y;;
27.05.2011;27;5;2;2;N;22;N;100;200;N;;
26.05.2011;26;4;2;2;N;22;N;100;200;N;;
25.05.2011;25;3;2;2;N;22;N;100;200;N;;
24.05.2011;24;2;2;2;N;22;N;100;200;N;;
23.05.2011;23;1;2;2;N;22;N;100;200;N;;
22.05.2011;22;7;2;2;Y;21;N;100;200;Y;;
21.05.2011;21;6;2;2;Y;21;N;100;200;Y;;
20.05.2011;20;5;2;2;N;21;N;100;200;N;;
19.05.2011;19;4;2;2;N;21;N;100;202;Y;;
18.05.2011;18;3;2;2;N;21;N;100;200;N;;
17.05.2011;17;2;2;2;N;21;N;100;200;N;;
16.05.2011;16;1;2;2;N;21;N;100;200;N;;
15.05.2011;15;7;2;2;Y;20;N;100;200;Y;;
14.05.2011;14;6;2;2;Y;20;N;100;200;Y;;
13.05.2011;13;5;2;2;N;20;N;100;200;N;;
12.05.2011;12;4;2;2;N;20;N;100;200;N;;
11.05.2011;11;3;2;2;N;20;N;100;200;N;;
10.05.2011;10;2;2;2;N;20;N;100;200;N;;
9.05.2011;9;1;2;2;N;20;N;100;200;N;;
8.05.2011;8;7;2;2;Y;19;N;100;200;Y;;
7.05.2011;7;6;2;2;Y;19;N;100;200;Y;;
6.05.2011;6;5;2;2;N;19;N;100;200;N;;
5.05.2011;5;4;2;2;N;19;N;100;200;N;;
4.05.2011;4;3;2;2;N;19;N;100;200;N;;
3.05.2011;3;2;2;2;N;19;N;100;200;N;;
2.05.2011;2;1;2;2;N;19;N;100;200;N;;
1.05.2011;1;7;2;2;Y;18;N;100;200;Y;;
30.04.2011;30;6;2;2;Y;18;N;100;200;Y;;
29.04.2011;29;5;2;2;N;18;N;100;200;N;;
28.04.2011;28;4;2;2;N;18;N;100;200;N;;
27.04.2011;27;3;2;2;N;18;N;100;200;N;;
26.04.2011;26;2;2;2;N;18;N;100;200;N;;
25.04.2011;25;1;2;2;N;18;N;100;200;N;;
24.04.2011;24;7;2;2;Y;17;N;100;200;Y;;
23.04.2011;23;6;2;2;Y;17;N;100;201;Y;;
22.04.2011;22;5;2;2;N;17;N;100;200;N;;
21.04.2011;21;4;2;2;N;17;N;100;200;N;;
20.04.2011;20;3;2;2;N;17;N;100;200;N;;
19.04.2011;19;2;2;2;N;17;N;100;200;N;;
18.04.2011;18;1;2;2;N;17;N;100;200;N;;
17.04.2011;17;7;2;2;Y;16;N;100;200;Y;;
16.04.2011;16;6;2;2;Y;16;N;100;200;Y;;
15.04.2011;15;5;2;2;N;16;N;100;200;N;;
14.04.2011;14;4;2;2;N;16;N;100;200;N;;
13.04.2011;13;3;2;2;N;16;N;100;200;N;;
12.04.2011;12;2;2;2;N;16;N;100;200;N;;
11.04.2011;11;1;2;2;N;16;N;100;200;N;;
10.04.2011;10;7;2;2;Y;15;N;100;200;Y;;
9.04.2011;9;6;2;2;Y;15;N;100;200;Y;;
8.04.2011;8;5;2;2;N;15;N;100;200;N;;
7.04.2011;7;4;2;2;N;15;N;100;200;N;;
6.04.2011;6;3;2;2;N;15;N;100;200;N;;
5.04.2011;5;2;2;2;N;15;N;100;200;N;;
4.04.2011;4;1;2;2;N;15;N;100;200;N;;
3.04.2011;3;7;2;2;Y;14;N;100;200;Y;;
2.04.2011;2;6;2;2;Y;14;N;100;200;Y;;
1.04.2011;1;5;2;2;N;14;N;100;200;N;;
31.03.2011;31;4;1;1;N;14;N;100;200;N;;
30.03.2011;30;3;1;1;N;14;N;100;200;N;;
29.03.2011;29;2;1;1;N;14;N;100;200;N;;
28.03.2011;28;1;1;1;N;14;N;100;200;N;;
27.03.2011;27;7;1;1;Y;13;N;100;200;Y;;
26.03.2011;26;6;1;1;Y;13;N;100;200;Y;;
25.03.2011;25;5;1;1;N;13;N;100;200;N;;
24.03.2011;24;4;1;1;N;13;N;100;200;N;;
23.03.2011;23;3;1;1;N;13;N;100;200;N;;
22.03.2011;22;2;1;1;N;13;N;100;200;N;;
21.03.2011;21;1;1;1;N;13;N;100;200;N;;
20.03.2011;20;7;1;1;Y;12;N;100;200;Y;;
19.03.2011;19;6;1;1;Y;12;N;100;200;Y;;
18.03.2011;18;5;1;1;N;12;N;100;200;N;;
17.03.2011;17;4;1;1;N;12;N;100;200;N;;
16.03.2011;16;3;1;1;N;12;N;100;200;N;;
15.03.2011;15;2;1;1;N;12;N;100;200;N;;
14.03.2011;14;1;1;1;N;12;N;100;200;N;;
13.03.2011;13;7;1;1;Y;11;N;100;200;Y;;
12.03.2011;12;6;1;1;Y;11;N;100;200;Y;;
11.03.2011;11;5;1;1;N;11;N;100;200;N;;
10.03.2011;10;4;1;1;N;11;N;100;200;N;;
9.03.2011;9;3;1;1;N;11;N;100;200;N;;
8.03.2011;8;2;1;1;N;11;N;100;200;N;;
7.03.2011;7;1;1;1;N;11;N;100;200;N;;
6.03.2011;6;7;1;1;Y;10;N;100;200;Y;;
5.03.2011;5;6;1;1;Y;10;N;100;200;Y;;
4.03.2011;4;5;1;1;N;10;N;100;200;N;;
3.03.2011;3;4;1;1;N;10;N;100;200;N;;
2.03.2011;2;3;1;1;N;10;N;100;200;N;;
1.03.2011;1;2;1;1;N;10;N;100;200;N;;
28.02.2011;28;1;1;1;N;10;N;100;200;N;;
27.02.2011;27;7;1;1;Y;9;N;100;200;Y;;
26.02.2011;26;6;1;1;Y;9;N;100;200;Y;;
25.02.2011;25;5;1;1;N;9;N;100;200;N;;
24.02.2011;24;4;1;1;N;9;N;100;200;N;;
23.02.2011;23;3;1;1;N;9;N;100;200;N;;
22.02.2011;22;2;1;1;N;9;N;100;200;N;;
21.02.2011;21;1;1;1;N;9;N;100;200;N;;
20.02.2011;20;7;1;1;Y;8;N;100;200;Y;;
19.02.2011;19;6;1;1;Y;8;N;100;200;Y;;
18.02.2011;18;5;1;1;N;8;N;100;200;N;;
17.02.2011;17;4;1;1;N;8;N;100;200;N;;
16.02.2011;16;3;1;1;N;8;N;100;200;N;;
15.02.2011;15;2;1;1;N;8;N;100;200;N;;
14.02.2011;14;1;1;1;N;8;N;100;200;N;;
13.02.2011;13;7;1;1;Y;7;N;100;200;Y;;
12.02.2011;12;6;1;1;Y;7;N;100;200;Y;;
11.02.2011;11;5;1;1;N;7;N;100;200;N;;
10.02.2011;10;4;1;1;N;7;N;100;200;N;;
9.02.2011;9;3;1;1;N;7;N;100;200;N;;
8.02.2011;8;2;1;1;N;7;N;100;200;N;;
7.02.2011;7;1;1;1;N;7;N;100;200;N;;
6.02.2011;6;7;1;1;Y;6;N;100;200;Y;;
5.02.2011;5;6;1;1;Y;6;N;100;200;Y;;
4.02.2011;4;5;1;1;N;6;N;100;200;N;;
3.02.2011;3;4;1;1;N;6;N;100;200;N;;
2.02.2011;2;3;1;1;N;6;N;100;200;N;;
1.02.2011;1;2;1;1;N;6;N;100;200;N;;
31.01.2011;31;1;1;1;N;6;N;100;200;N;;
30.01.2011;30;7;1;1;Y;5;N;100;200;Y;;
29.01.2011;29;6;1;1;Y;5;N;100;200;Y;;
28.01.2011;28;5;1;1;N;5;N;100;200;N;;
27.01.2011;27;4;1;1;N;5;N;100;200;N;;
26.01.2011;26;3;1;1;N;5;N;100;200;N;;
25.01.2011;25;2;1;1;N;5;N;100;200;N;;
24.01.2011;24;1;1;1;N;5;N;100;200;N;;
23.01.2011;23;7;1;1;Y;4;N;100;200;Y;;
22.01.2011;22;6;1;1;Y;4;N;100;200;Y;;
21.01.2011;21;5;1;1;N;4;N;100;200;N;;
20.01.2011;20;4;1;1;N;4;N;100;200;N;;
19.01.2011;19;3;1;1;N;4;N;100;200;N;;
18.01.2011;18;2;1;1;N;4;N;100;200;N;;
17.01.2011;17;1;1;1;N;4;N;100;200;N;;
16.01.2011;16;7;1;1;Y;3;N;100;200;Y;;
15.01.2011;15;6;1;1;Y;3;N;100;200;Y;;
14.01.2011;14;5;1;1;N;3;N;100;200;N;;
13.01.2011;13;4;1;1;N;3;N;100;200;N;;
12.01.2011;12;3;1;1;N;3;N;100;200;N;;
11.01.2011;11;2;1;1;N;3;N;100;200;N;;
10.01.2011;10;1;1;1;N;3;N;100;200;N;;
9.01.2011;9;7;1;1;Y;2;N;100;200;Y;;
8.01.2011;8;6;1;1;Y;2;N;100;200;Y;;
7.01.2011;7;5;1;1;N;2;N;100;200;N;;
6.01.2011;6;4;1;1;N;2;N;100;200;N;;
5.01.2011;5;3;1;1;N;2;N;100;200;N;;
4.01.2011;4;2;1;1;N;2;N;100;200;N;;
3.01.2011;3;1;1;1;N;2;N;100;200;N;;
2.01.2011;2;7;1;1;Y;1;N;100;200;Y;;
1.01.2011;1;6;1;1;Y;1;N;100;206;Y;;
31.12.2010;31;5;4;4;N;52;N;100;205;N;;
30.12.2010;30;4;4;4;N;52;N;100;200;N;;
29.12.2010;29;3;4;4;N;52;N;100;200;N;;
28.12.2010;28;2;4;4;N;52;N;100;200;N;;
27.12.2010;27;1;4;4;N;52;N;100;200;N;;
26.12.2010;26;7;4;4;Y;51;N;100;200;Y;;
25.12.2010;25;6;4;4;Y;51;N;100;200;Y;;
24.12.2010;24;5;4;4;N;51;N;100;200;N;;
23.12.2010;23;4;4;4;N;51;N;100;200;N;;
22.12.2010;22;3;4;4;N;51;N;100;200;N;;
21.12.2010;21;2;4;4;N;51;N;100;200;N;;
20.12.2010;20;1;4;4;N;51;N;100;200;N;;
19.12.2010;19;7;4;4;Y;50;N;100;200;Y;;
18.12.2010;18;6;4;4;Y;50;N;100;200;Y;;
17.12.2010;17;5;4;4;N;50;N;100;200;N;;
16.12.2010;16;4;4;4;N;50;N;100;200;N;;
15.12.2010;15;3;4;4;N;50;N;100;200;N;;
14.12.2010;14;2;4;4;N;50;N;100;200;N;;
13.12.2010;13;1;4;4;N;50;N;100;200;N;;
12.12.2010;12;7;4;4;Y;49;N;100;200;Y;;
11.12.2010;11;6;4;4;Y;49;N;100;200;Y;;
10.12.2010;10;5;4;4;N;49;N;100;200;N;;
9.12.2010;9;4;4;4;N;49;N;100;200;N;;
8.12.2010;8;3;4;4;N;49;N;100;200;N;;
7.12.2010;7;2;4;4;N;49;N;100;200;N;;
6.12.2010;6;1;4;4;N;49;N;100;200;N;;
5.12.2010;5;7;4;4;Y;48;N;100;200;Y;;
4.12.2010;4;6;4;4;Y;48;N;100;200;Y;;
3.12.2010;3;5;4;4;N;48;N;100;200;N;;
2.12.2010;2;4;4;4;N;48;N;100;200;N;;
1.12.2010;1;3;4;4;N;48;N;100;200;N;;
30.11.2010;30;2;4;4;N;48;N;100;200;N;;
29.11.2010;29;1;4;4;N;48;N;100;200;N;;
28.11.2010;28;7;4;4;Y;47;N;100;200;Y;;
27.11.2010;27;6;4;4;Y;47;N;100;200;Y;;
26.11.2010;26;5;4;4;N;47;N;100;200;N;;
25.11.2010;25;4;4;4;N;47;N;100;200;N;;
24.11.2010;24;3;4;4;N;47;N;100;200;N;;
23.11.2010;23;2;4;4;N;47;N;100;200;N;;
22.11.2010;22;1;4;4;N;47;N;100;200;N;;
21.11.2010;21;7;4;4;Y;46;N;100;200;Y;;
20.11.2010;20;6;4;4;Y;46;N;100;200;Y;;
19.11.2010;19;5;4;4;N;46;N;100;200;Y;;
18.11.2010;18;4;4;4;N;46;N;100;200;Y;;
17.11.2010;17;3;4;4;N;46;N;100;200;Y;;
16.11.2010;16;2;4;4;N;46;N;100;200;Y;;
15.11.2010;15;1;4;4;N;46;N;100;200;Y;;
14.11.2010;14;7;4;4;Y;45;N;100;200;Y;;
13.11.2010;13;6;4;4;Y;45;N;100;200;Y;;
12.11.2010;12;5;4;4;N;45;N;100;200;N;;
11.11.2010;11;4;4;4;N;45;N;100;200;N;;
10.11.2010;10;3;4;4;N;45;N;100;200;N;;
9.11.2010;9;2;4;4;N;45;N;100;200;N;;
8.11.2010;8;1;4;4;N;45;N;100;200;N;;
7.11.2010;7;7;4;4;Y;44;N;100;200;Y;;
6.11.2010;6;6;4;4;Y;44;N;100;200;Y;;
5.11.2010;5;5;4;4;N;44;N;100;200;N;;
4.11.2010;4;4;4;4;N;44;N;100;200;N;;
3.11.2010;3;3;4;4;N;44;N;100;200;N;;
2.11.2010;2;2;4;4;N;44;N;100;200;N;;
1.11.2010;1;1;4;4;N;44;N;100;200;N;;
31.10.2010;31;7;4;4;Y;43;N;100;200;Y;;
30.10.2010;30;6;4;4;Y;43;N;100;200;Y;;
29.10.2010;29;5;4;4;N;43;N;100;204;Y;;
28.10.2010;28;4;4;4;N;43;N;100;200;N;;
27.10.2010;27;3;4;4;N;43;N;100;200;N;;
26.10.2010;26;2;4;4;N;43;N;100;200;N;;
25.10.2010;25;1;4;4;N;43;N;100;200;N;;
24.10.2010;24;7;4;4;Y;42;N;100;200;Y;;
23.10.2010;23;6;4;4;Y;42;N;100;200;Y;;
22.10.2010;22;5;4;4;N;42;N;100;200;N;;
21.10.2010;21;4;4;4;N;42;N;100;200;N;;
20.10.2010;20;3;4;4;N;42;N;100;200;N;;
19.10.2010;19;2;4;4;N;42;N;100;200;N;;
18.10.2010;18;1;4;4;N;42;N;100;200;N;;
17.10.2010;17;7;4;4;Y;41;N;100;200;Y;;
16.10.2010;16;6;4;4;Y;41;N;100;200;Y;;
15.10.2010;15;5;4;4;N;41;N;100;200;N;;
14.10.2010;14;4;4;4;N;41;N;100;200;N;;
13.10.2010;13;3;4;4;N;41;N;100;200;N;;
12.10.2010;12;2;4;4;N;41;N;100;200;N;;
11.10.2010;11;1;4;4;N;41;N;100;200;N;;
10.10.2010;10;7;4;4;Y;40;N;100;200;Y;;
9.10.2010;9;6;4;4;Y;40;N;100;200;Y;;
8.10.2010;8;5;4;4;N;40;N;100;200;N;;
7.10.2010;7;4;4;4;N;40;N;100;200;N;;
6.10.2010;6;3;4;4;N;40;N;100;200;N;;
5.10.2010;5;2;4;4;N;40;N;100;200;N;;
4.10.2010;4;1;4;4;N;40;N;100;200;N;;
3.10.2010;3;7;4;4;Y;39;N;100;200;Y;;
2.10.2010;2;6;4;4;Y;39;N;100;200;Y;;
1.10.2010;1;5;4;4;N;39;N;100;200;N;;
30.09.2010;30;4;3;3;N;39;N;100;200;N;;
29.09.2010;29;3;3;3;N;39;N;100;200;N;;
28.09.2010;28;2;3;3;N;39;N;100;200;N;;
27.09.2010;27;1;3;3;N;39;N;100;200;N;;
26.09.2010;26;7;3;3;Y;38;N;100;200;Y;;
25.09.2010;25;6;3;3;Y;38;N;100;200;Y;;
24.09.2010;24;5;3;3;N;38;N;100;200;N;;
23.09.2010;23;4;3;3;N;38;N;100;200;N;;
22.09.2010;22;3;3;3;N;38;N;100;200;N;;
21.09.2010;21;2;3;3;N;38;N;100;200;N;;
20.09.2010;20;1;3;3;N;38;N;100;200;N;;
19.09.2010;19;7;3;3;Y;37;N;100;200;Y;;
18.09.2010;18;6;3;3;Y;37;N;100;200;Y;;
17.09.2010;17;5;3;3;N;37;N;100;200;N;;
16.09.2010;16;4;3;3;N;37;N;100;200;N;;
15.09.2010;15;3;3;3;N;37;N;100;200;N;;
14.09.2010;14;2;3;3;N;37;N;100;200;N;;
13.09.2010;13;1;3;3;N;37;N;100;200;N;;
12.09.2010;12;7;3;3;Y;36;N;100;200;Y;;
11.09.2010;11;6;3;3;Y;36;N;100;200;Y;;
10.09.2010;10;5;3;3;N;36;N;100;200;Y;;
9.09.2010;9;4;3;3;N;36;N;100;200;Y;;
8.09.2010;8;3;3;3;N;36;Y;100;200;Y;;
7.09.2010;7;2;3;3;N;36;N;100;200;N;;
6.09.2010;6;1;3;3;N;36;N;100;200;N;;
5.09.2010;5;7;3;3;Y;35;N;100;200;Y;;
4.09.2010;4;6;3;3;Y;35;N;100;200;Y;;
3.09.2010;3;5;3;3;N;35;N;100;200;N;;
2.09.2010;2;4;3;3;N;35;N;100;200;N;;
1.09.2010;1;3;3;3;N;35;N;100;200;N;;
31.08.2010;31;2;3;3;N;35;N;100;200;N;;
30.08.2010;30;1;3;3;N;35;N;100;203;Y;;
29.08.2010;29;7;3;3;Y;34;N;100;200;Y;;
28.08.2010;28;6;3;3;Y;34;N;100;200;Y;;
27.08.2010;27;5;3;3;N;34;N;100;200;N;;
26.08.2010;26;4;3;3;N;34;N;100;200;N;;
25.08.2010;25;3;3;3;N;34;N;100;200;N;;
24.08.2010;24;2;3;3;N;34;N;100;200;N;;
23.08.2010;23;1;3;3;N;34;N;100;200;N;;
22.08.2010;22;7;3;3;Y;33;N;100;200;Y;;
21.08.2010;21;6;3;3;Y;33;N;100;200;Y;;
20.08.2010;20;5;3;3;N;33;N;100;200;N;;
19.08.2010;19;4;3;3;N;33;N;100;200;N;;
18.08.2010;18;3;3;3;N;33;N;100;200;N;;
17.08.2010;17;2;3;3;N;33;N;100;200;N;;
16.08.2010;16;1;3;3;N;33;N;100;200;N;;
15.08.2010;15;7;3;3;Y;32;N;100;200;Y;;
14.08.2010;14;6;3;3;Y;32;N;100;200;Y;;
13.08.2010;13;5;3;3;N;32;N;100;200;N;;
12.08.2010;12;4;3;3;N;32;N;100;200;N;;
11.08.2010;11;3;3;3;N;32;N;100;200;N;;
10.08.2010;10;2;3;3;N;32;N;100;200;N;;
9.08.2010;9;1;3;3;N;32;N;100;200;N;;
8.08.2010;8;7;3;3;Y;31;N;100;200;Y;;
7.08.2010;7;6;3;3;Y;31;N;100;200;Y;;
6.08.2010;6;5;3;3;N;31;N;100;200;N;;
5.08.2010;5;4;3;3;N;31;N;100;200;N;;
4.08.2010;4;3;3;3;N;31;N;100;200;N;;
3.08.2010;3;2;3;3;N;31;N;100;200;N;;
2.08.2010;2;1;3;3;N;31;N;100;200;N;;
1.08.2010;1;7;3;3;Y;30;N;100;200;Y;;
31.07.2010;31;6;3;3;Y;30;N;100;200;Y;;
30.07.2010;30;5;3;3;N;30;N;100;200;N;;
29.07.2010;29;4;3;3;N;30;N;100;200;N;;
28.07.2010;28;3;3;3;N;30;N;100;200;N;;
27.07.2010;27;2;3;3;N;30;N;100;200;N;;
26.07.2010;26;1;3;3;N;30;N;100;200;N;;
25.07.2010;25;7;3;3;Y;29;N;100;200;Y;;
24.07.2010;24;6;3;3;Y;29;N;100;200;Y;;
23.07.2010;23;5;3;3;N;29;N;100;200;N;;
22.07.2010;22;4;3;3;N;29;N;100;200;N;;
21.07.2010;21;3;3;3;N;29;N;100;200;N;;
20.07.2010;20;2;3;3;N;29;N;100;200;N;;
19.07.2010;19;1;3;3;N;29;N;100;200;N;;
18.07.2010;18;7;3;3;Y;28;N;100;200;Y;;
17.07.2010;17;6;3;3;Y;28;N;100;200;Y;;
16.07.2010;16;5;3;3;N;28;N;100;200;N;;
15.07.2010;15;4;3;3;N;28;N;100;200;N;;
14.07.2010;14;3;3;3;N;28;N;100;200;N;;
13.07.2010;13;2;3;3;N;28;N;100;200;N;;
12.07.2010;12;1;3;3;N;28;N;100;200;N;;
11.07.2010;11;7;3;3;Y;27;N;100;200;Y;;
10.07.2010;10;6;3;3;Y;27;N;100;200;Y;;
9.07.2010;9;5;3;3;N;27;N;100;200;N;;
8.07.2010;8;4;3;3;N;27;N;100;200;N;;
7.07.2010;7;3;3;3;N;27;N;100;200;N;;
6.07.2010;6;2;3;3;N;27;N;100;200;N;;
5.07.2010;5;1;3;3;N;27;N;100;200;N;;
4.07.2010;4;7;3;3;Y;26;N;100;200;Y;;
3.07.2010;3;6;3;3;Y;26;N;100;200;Y;;
2.07.2010;2;5;3;3;N;26;N;100;200;N;;
1.07.2010;1;4;3;3;N;26;N;100;200;N;;
30.06.2010;30;3;2;2;N;26;N;100;200;N;;
29.06.2010;29;2;2;2;N;26;N;100;200;N;;
28.06.2010;28;1;2;2;N;26;N;100;200;N;;
27.06.2010;27;7;2;2;Y;25;N;100;200;Y;;
26.06.2010;26;6;2;2;Y;25;N;100;200;Y;;
25.06.2010;25;5;2;2;N;25;N;100;200;N;;
24.06.2010;24;4;2;2;N;25;N;100;200;N;;
23.06.2010;23;3;2;2;N;25;N;100;200;N;;
22.06.2010;22;2;2;2;N;25;N;100;200;N;;
21.06.2010;21;1;2;2;N;25;N;100;200;N;;
20.06.2010;20;7;2;2;Y;24;N;100;200;Y;;
19.06.2010;19;6;2;2;Y;24;N;100;200;Y;;
18.06.2010;18;5;2;2;N;24;N;100;200;N;;
17.06.2010;17;4;2;2;N;24;N;100;200;N;;
16.06.2010;16;3;2;2;N;24;N;100;200;N;;
15.06.2010;15;2;2;2;N;24;N;100;200;N;;
14.06.2010;14;1;2;2;N;24;N;100;200;N;;
13.06.2010;13;7;2;2;Y;23;N;100;200;Y;;
12.06.2010;12;6;2;2;Y;23;N;100;200;Y;;
11.06.2010;11;5;2;2;N;23;N;100;200;N;;
10.06.2010;10;4;2;2;N;23;N;100;200;N;;
9.06.2010;9;3;2;2;N;23;N;100;200;N;;
8.06.2010;8;2;2;2;N;23;N;100;200;N;;
7.06.2010;7;1;2;2;N;23;N;100;200;N;;
6.06.2010;6;7;2;2;Y;22;N;100;200;Y;;
5.06.2010;5;6;2;2;Y;22;N;100;200;Y;;
4.06.2010;4;5;2;2;N;22;N;100;200;N;;
3.06.2010;3;4;2;2;N;22;N;100;200;N;;
2.06.2010;2;3;2;2;N;22;N;100;200;N;;
1.06.2010;1;2;2;2;N;22;N;100;200;N;;
31.05.2010;31;1;2;2;N;22;N;100;200;N;;
30.05.2010;30;7;2;2;Y;21;N;100;200;Y;;
29.05.2010;29;6;2;2;Y;21;N;100;200;Y;;
28.05.2010;28;5;2;2;N;21;N;100;200;N;;
27.05.2010;27;4;2;2;N;21;N;100;200;N;;
26.05.2010;26;3;2;2;N;21;N;100;200;N;;
25.05.2010;25;2;2;2;N;21;N;100;200;N;;
24.05.2010;24;1;2;2;N;21;N;100;200;N;;
23.05.2010;23;7;2;2;Y;20;N;100;200;Y;;
22.05.2010;22;6;2;2;Y;20;N;100;200;Y;;
21.05.2010;21;5;2;2;N;20;N;100;200;N;;
20.05.2010;20;4;2;2;N;20;N;100;200;N;;
19.05.2010;19;3;2;2;N;20;N;100;202;Y;;
18.05.2010;18;2;2;2;N;20;N;100;200;N;;
17.05.2010;17;1;2;2;N;20;N;100;200;N;;
16.05.2010;16;7;2;2;Y;19;N;100;200;Y;;
15.05.2010;15;6;2;2;Y;19;N;100;200;Y;;
14.05.2010;14;5;2;2;N;19;N;100;200;N;;
13.05.2010;13;4;2;2;N;19;N;100;200;N;;
12.05.2010;12;3;2;2;N;19;N;100;200;N;;
11.05.2010;11;2;2;2;N;19;N;100;200;N;;
10.05.2010;10;1;2;2;N;19;N;100;200;N;;
9.05.2010;9;7;2;2;Y;18;N;100;200;Y;;
8.05.2010;8;6;2;2;Y;18;N;100;200;Y;;
7.05.2010;7;5;2;2;N;18;N;100;200;N;;
6.05.2010;6;4;2;2;N;18;N;100;200;N;;
5.05.2010;5;3;2;2;N;18;N;100;200;N;;
4.05.2010;4;2;2;2;N;18;N;100;200;N;;
3.05.2010;3;1;2;2;N;18;N;100;200;N;;
2.05.2010;2;7;2;2;Y;17;N;100;200;Y;;
1.05.2010;1;6;2;2;Y;17;N;100;200;Y;;
30.04.2010;30;5;2;2;N;17;N;100;200;N;;
29.04.2010;29;4;2;2;N;17;N;100;200;N;;
28.04.2010;28;3;2;2;N;17;N;100;200;N;;
27.04.2010;27;2;2;2;N;17;N;100;200;N;;
26.04.2010;26;1;2;2;N;17;N;100;200;N;;
25.04.2010;25;7;2;2;Y;16;N;100;200;Y;;
24.04.2010;24;6;2;2;Y;16;N;100;200;Y;;
23.04.2010;23;5;2;2;N;16;N;100;201;Y;;
22.04.2010;22;4;2;2;N;16;N;100;200;N;;
21.04.2010;21;3;2;2;N;16;N;100;200;N;;
20.04.2010;20;2;2;2;N;16;N;100;200;N;;
19.04.2010;19;1;2;2;N;16;N;100;200;N;;
18.04.2010;18;7;2;2;Y;15;N;100;200;Y;;
17.04.2010;17;6;2;2;Y;15;N;100;200;Y;;
16.04.2010;16;5;2;2;N;15;N;100;200;N;;
15.04.2010;15;4;2;2;N;15;N;100;200;N;;
14.04.2010;14;3;2;2;N;15;N;100;200;N;;
13.04.2010;13;2;2;2;N;15;N;100;200;N;;
12.04.2010;12;1;2;2;N;15;N;100;200;N;;
11.04.2010;11;7;2;2;Y;14;N;100;200;Y;;
10.04.2010;10;6;2;2;Y;14;N;100;200;Y;;
9.04.2010;9;5;2;2;N;14;N;100;200;N;;
8.04.2010;8;4;2;2;N;14;N;100;200;N;;
7.04.2010;7;3;2;2;N;14;N;100;200;N;;
6.04.2010;6;2;2;2;N;14;N;100;200;N;;
5.04.2010;5;1;2;2;N;14;N;100;200;N;;
4.04.2010;4;7;2;2;Y;13;N;100;200;Y;;
3.04.2010;3;6;2;2;Y;13;N;100;200;Y;;
2.04.2010;2;5;2;2;N;13;N;100;200;N;;
1.04.2010;1;4;2;2;N;13;N;100;200;N;;
31.03.2010;31;3;1;1;N;13;N;100;200;N;;
30.03.2010;30;2;1;1;N;13;N;100;200;N;;
29.03.2010;29;1;1;1;N;13;N;100;200;N;;
28.03.2010;28;7;1;1;Y;12;N;100;200;Y;;
27.03.2010;27;6;1;1;Y;12;N;100;200;Y;;
26.03.2010;26;5;1;1;N;12;N;100;200;N;;
25.03.2010;25;4;1;1;N;12;N;100;200;N;;
24.03.2010;24;3;1;1;N;12;N;100;200;N;;
23.03.2010;23;2;1;1;N;12;N;100;200;N;;
22.03.2010;22;1;1;1;N;12;N;100;200;N;;
21.03.2010;21;7;1;1;Y;11;N;100;200;Y;;
20.03.2010;20;6;1;1;Y;11;N;100;200;Y;;
19.03.2010;19;5;1;1;N;11;N;100;200;N;;
18.03.2010;18;4;1;1;N;11;N;100;200;N;;
17.03.2010;17;3;1;1;N;11;N;100;200;N;;
16.03.2010;16;2;1;1;N;11;N;100;200;N;;
15.03.2010;15;1;1;1;N;11;N;100;200;N;;
14.03.2010;14;7;1;1;Y;10;N;100;200;Y;;
13.03.2010;13;6;1;1;Y;10;N;100;200;Y;;
12.03.2010;12;5;1;1;N;10;N;100;200;N;;
11.03.2010;11;4;1;1;N;10;N;100;200;N;;
10.03.2010;10;3;1;1;N;10;N;100;200;N;;
9.03.2010;9;2;1;1;N;10;N;100;200;N;;
8.03.2010;8;1;1;1;N;10;N;100;200;N;;
7.03.2010;7;7;1;1;Y;9;N;100;200;Y;;
6.03.2010;6;6;1;1;Y;9;N;100;200;Y;;
5.03.2010;5;5;1;1;N;9;N;100;200;N;;
4.03.2010;4;4;1;1;N;9;N;100;200;N;;
