YEAR,MO,DY,HR,T2MDEW,T2MWET,T2M
2022,1,28,19,-3.86,-1.63,0.62
2022,1,28,20,-3.86,-2.02,-0.17
2022,1,28,21,-3.87,-2.29,-0.72
2022,1,28,22,-3.9,-2.45,-1.02
2022,1,28,23,-3.95,-2.6,-1.24
2022,1,29,0,-4,-2.7,-1.41
2022,1,29,1,-3.98,-2.74,-1.49
2022,1,29,2,-4.06,-2.88,-1.68
2022,1,29,3,-4.11,-2.96,-1.81
2022,1,29,4,-4.04,-2.9,-1.75
2022,1,29,5,-4.12,-2.88,-1.65
2022,1,29,6,-4.34,-2.93,-1.52
2022,1,29,7,-4.54,-2.86,-1.19
2022,1,29,8,-4.38,-2.26,-0.13
2022,1,29,9,-3.46,-1.23,1.01
2022,1,29,10,-2.51,-0.17,2.15
2022,1,29,11,-1.74,0.78,3.3
2022,1,29,12,-1.74,1.26,4.24
2022,1,29,13,-1.04,1.72,4.48
2022,1,29,14,0.37,2.22,4.06
2022,1,29,15,0.62,1.74,2.87
2022,1,29,16,-0.38,0.55,1.49
2022,1,29,17,-1.18,-0.25,0.68
2022,1,29,18,-1.29,-0.33,0.62
2022,1,29,19,-1.4,-0.39,0.62
2022,1,29,20,-1.52,-0.46,0.6
2022,1,29,21,-1.62,-0.51,0.6
2022,1,29,22,-1.72,-0.56,0.58
2022,1,29,23,-1.86,-0.68,0.51
2022,1,30,0,-2.13,-0.95,0.23
2022,1,30,1,-2.49,-1.34,-0.18
2022,1,30,2,-2.7,-1.56,-0.42
2022,1,30,3,-2.8,-1.67,-0.55
2022,1,30,4,-2.88,-1.79,-0.7
2022,1,30,5,-2.93,-1.92,-0.9
2022,1,30,6,-2.77,-1.81,-0.85
2022,1,30,7,-2.15,-1.14,-0.13
2022,1,30,8,-1.65,0.28,2.21
2022,1,30,9,-0.36,1.85,4.07
2022,1,30,10,1.62,4.05,6.48
2022,1,30,11,3.34,6.57,9.8
2022,1,30,12,4.19,7.65,11.1
2022,1,30,13,4.77,7.9,11.02
2022,1,30,14,5.41,7.73,10.06
2022,1,30,15,4.51,6.56,8.61
2022,1,30,16,3.6,5.51,7.43
2022,1,30,17,3.17,5.02,6.87
2022,1,30,18,3.05,4.7,6.35
2022,1,30,19,3.04,4.44,5.84
2022,1,30,20,3.06,4.18,5.3
2022,1,30,21,3.08,4.01,4.94
2022,1,30,22,3.01,3.8,4.6
2022,1,30,23,2.85,3.52,4.19
2022,1,31,0,2.51,3.12,3.74
2022,1,31,1,1.96,2.63,3.3
2022,1,31,2,1.35,1.9,2.44
2022,1,31,3,1.08,1.44,1.78
2022,1,31,4,0.76,0.9,1.03
2022,1,31,5,0.26,0.19,0.12
2022,1,31,6,-0.14,-0.23,-0.31
2022,1,31,7,-0.02,0.12,0.27
2022,1,31,8,1.69,2.37,3.06
2022,1,31,9,2.48,3.78,5.08
2022,1,31,10,2.39,4.92,7.45
2022,1,31,11,1.12,5.02,8.93
2022,1,31,12,0.23,4.79,9.35
2022,1,31,13,-0.27,4.62,9.5
2022,1,31,14,-0.62,4.4,9.43
2022,1,31,15,-0.47,4.2,8.87
2022,1,31,16,1.15,4.08,7
2022,1,31,17,-2.52,1.55,5.6
2022,1,31,18,-3.13,0.8,4.73
2022,1,31,19,-3.36,0.01,3.38
2022,1,31,20,-3.6,-0.66,2.3
2022,1,31,21,-3.77,-1.42,0.94
2022,1,31,22,-3.72,-1.77,0.19
2022,1,31,23,-2.95,-1.36,0.23
2022,2,1,0,-2.56,-1.21,0.14
2022,2,1,1,-2.46,-1.25,-0.04
2022,2,1,2,-2.45,-1.34,-0.22
2022,2,1,3,-2.52,-1.46,-0.4
2022,2,1,4,-2.7,-1.65,-0.61
2022,2,1,5,-2.85,-1.81,-0.76
2022,2,1,6,-3.03,-1.97,-0.91
2022,2,1,7,-2.71,-1.41,-0.1
2022,2,1,8,-1.96,0.48,2.92
2022,2,1,9,0,2.65,5.29
2022,2,1,10,2.11,4.71,7.31
2022,2,1,11,4.28,6.35,8.43
2022,2,1,12,5.93,7.47,9.01
2022,2,1,13,7.1,8.21,9.31
2022,2,1,14,7.92,8.72,9.51
2022,2,1,15,8.28,8.92,9.57
2022,2,1,16,8.3,8.83,9.37
2022,2,1,17,8.02,8.4,8.79
2022,2,1,18,7.9,8.23,8.56
2022,2,1,19,8.07,8.41,8.76
2022,2,1,20,8.33,8.72,9.1
2022,2,1,21,8.54,8.98,9.4
2022,2,1,22,8.55,9.05,9.55
2022,2,1,23,8.33,8.87,9.42
2022,2,2,0,8.09,8.7,9.32
2022,2,2,1,7.89,8.56,9.23
2022,2,2,2,7.76,8.43,9.11
2022,2,2,3,7.76,8.41,9.08
2022,2,2,4,7.84,8.46,9.08
2022,2,2,5,7.88,8.49,9.1
2022,2,2,6,7.74,8.33,8.92
2022,2,2,7,7.58,8.17,8.76
2022,2,2,8,7.76,8.43,9.09
2022,2,2,9,8.15,8.98,9.81
2022,2,2,10,8.3,9.45,10.6
2022,2,2,11,8.3,9.81,11.33
2022,2,2,12,8.38,10.04,11.69
2022,2,2,13,8.49,10.11,11.72
2022,2,2,14,8.62,10.11,11.6
2022,2,2,15,8.62,9.96,11.3
2022,2,2,16,8.47,9.67,10.87
2022,2,2,17,8.4,9.48,10.57
2022,2,2,18,8.42,9.43,10.44
2022,2,2,19,8.46,9.4,10.34
2022,2,2,20,8.49,9.35,10.2
2022,2,2,21,8.42,9.22,10.01
2022,2,2,22,8.38,9.12,9.84
2022,2,2,23,8.33,8.97,9.62
2022,2,3,0,8.26,8.84,9.43
2022,2,3,1,8.28,8.8,9.3
2022,2,3,2,8.4,8.84,9.27
2022,2,3,3,8.3,8.61,8.92
2022,2,3,4,7.87,8.04,8.22
2022,2,3,5,7.08,7.1,7.12
2022,2,3,6,6.44,6.4,6.38
2022,2,3,7,6.5,6.64,6.79
2022,2,3,8,8.19,8.73,9.26
2022,2,3,9,8.54,9.4,10.26
2022,2,3,10,8.23,9.55,10.86
2022,2,3,11,7.71,9.31,10.91
2022,2,3,12,7.4,8.98,10.55
2022,2,3,13,7.01,8.26,9.53
2022,2,3,14,5.78,6.81,7.83
2022,2,3,15,4.23,5.26,6.31
2022,2,3,16,3.07,4.13,5.19
2022,2,3,17,2.28,3.26,4.23
2022,2,3,18,1.8,2.64,3.47
2022,2,3,19,1.53,2.28,3.03
2022,2,3,20,1.22,1.92,2.62
2022,2,3,21,0.8,1.44,2.08
2022,2,3,22,0.51,1.09,1.67
2022,2,3,23,0.31,0.9,1.49
2022,2,4,0,0.15,0.83,1.52
2022,2,4,1,0.05,0.72,1.37
2022,2,4,2,-0.09,0.51,1.09
2022,2,4,3,-0.28,0.22,0.73
2022,2,4,4,-0.35,0.12,0.6
2022,2,4,5,-0.43,-0.01,0.42
2022,2,4,6,-0.66,-0.25,0.15
2022,2,4,7,-0.59,0.01,0.61
2022,2,4,8,0.1,1.37,2.65
2022,2,4,9,0.01,2.26,4.5
2022,2,4,10,-0.77,2.73,6.22
2022,2,4,11,-1.47,2.97,7.4
2022,2,4,12,-1.81,3.12,8.04
2022,2,4,13,-2.05,3.08,8.22
2022,2,4,14,-2.27,2.8,7.88
2022,2,4,15,-2.26,2.4,7.08
2022,2,4,16,-1.14,2.05,5.23
2022,2,4,17,-1.17,0.3,1.79
2022,2,4,18,-1.86,-0.64,0.58
2022,2,4,19,-2.39,-1.34,-0.28
2022,2,4,20,-2.95,-2.01,-1.06
2022,2,4,21,-3.37,-2.54,-1.72
2022,2,4,22,-3.63,-2.89,-2.15
2022,2,4,23,-3.88,-3.14,-2.41
2022,2,5,0,-4.09,-3.31,-2.54
2022,2,5,1,-4.27,-3.42,-2.57
2022,2,5,2,-4.45,-3.5,-2.55
2022,2,5,3,-4.64,-3.6,-2.54
2022,2,5,4,-4.81,-3.73,-2.63
2022,2,5,5,-4.92,-3.92,-2.91
2022,2,5,6,-4.97,-4,-3.03
2022,2,5,7,-3.7,-2.74,-1.79
2022,2,5,8,-3,-0.82,1.36
2022,2,5,9,-2.49,0.85,4.2
2022,2,5,10,-3.27,1.9,7.06
2022,2,5,11,-3.03,2.75,8.52
2022,2,5,12,-2.41,3.57,9.54
2022,2,5,13,-1.79,4.16,10.12
2022,2,5,14,-1.16,4.51,10.18
2022,2,5,15,-0.52,4.57,9.65
2022,2,5,16,1.26,4.74,8.22
2022,2,5,17,-1.64,2.65,6.93
2022,2,5,18,-2.15,2.19,6.52
2022,2,5,19,-2.24,1.83,5.91
2022,2,5,20,-2.31,1.43,5.16
2022,2,5,21,-1.89,1.24,4.38
2022,2,5,22,-1.48,1.38,4.25
2022,2,5,23,-1.53,1.2,3.94
2022,2,6,0,-2.15,0.59,3.33
2022,2,6,1,-2.1,0.48,3.05
2022,2,6,2,-2.22,0.24,2.71
2022,2,6,3,-2.02,0.17,2.37
2022,2,6,4,-2.06,0.01,2.06
2022,2,6,5,-2.7,-0.49,1.73
2022,2,6,6,-3.42,-0.99,1.44
2022,2,6,7,-2.41,-0.35,1.7
2022,2,6,8,-0.53,2.09,4.71
2022,2,6,9,-0.08,3.48,7.03
2022,2,6,10,1.84,5.69,9.53
2022,2,6,11,2.51,6.73,10.94
2022,2,6,12,2.72,7.32,11.91
2022,2,6,13,2.83,7.69,12.53
2022,2,6,14,2.95,7.83,12.71
2022,2,6,15,3.56,7.94,12.32
2022,2,6,16,5.85,8.18,10.51
2022,2,6,17,2.11,5.22,8.33
2022,2,6,18,1.44,4.43,7.41
2022,2,6,19,1.04,3.9,6.76
2022,2,6,20,0.66,3.37,6.07
2022,2,6,21,0.31,2.76,5.23
2022,2,6,22,-0.1,2.1,4.29
2022,2,6,23,-0.58,1.3,3.18
2022,2,7,0,-1.17,0.44,2.06
2022,2,7,1,-1.81,-0.27,1.26
2022,2,7,2,-2.39,-0.85,0.7
2022,2,7,3,-2.86,-1.35,0.18
2022,2,7,4,-3.23,-1.81,-0.38
2022,2,7,5,-3.47,-2.17,-0.88
2022,2,7,6,-3.52,-2.37,-1.21
2022,2,7,7,-2.31,-1.13,0.04
2022,2,7,8,-0.59,1.76,4.12
2022,2,7,9,0.79,3.63,6.48
2022,2,7,10,3,6.36,9.72
2022,2,7,11,4.42,8.12,11.83
2022,2,7,12,5.63,9.25,12.87
2022,2,7,13,6.8,10.06,13.33
2022,2,7,14,7.93,10.34,12.76
2022,2,7,15,8.9,10.38,11.87
2022,2,7,16,9.4,10.29,11.17
2022,2,7,17,9.53,10,10.47
2022,2,7,18,9.59,9.9,10.21
2022,2,7,19,9.59,9.98,10.36
2022,2,7,20,9.62,10.08,10.54
2022,2,7,21,9.55,10.05,10.55
2022,2,7,22,9.55,10.1,10.65
2022,2,7,23,9.55,10.14,10.73
2022,2,8,0,9.61,10.23,10.86
2022,2,8,1,9.55,10.15,10.76
2022,2,8,2,9.48,10.06,10.64
2022,2,8,3,9.37,9.98,10.59
2022,2,8,4,9.27,9.95,10.63
2022,2,8,5,9.38,10.07,10.75
2022,2,8,6,9.62,10.28,10.94
2022,2,8,7,10.09,10.7,11.32
2022,2,8,8,10.54,11.11,11.68
2022,2,8,9,10.14,10.73,11.33
2022,2,8,10,8.1,9.19,10.3
2022,2,8,11,6.57,8.23,9.89
2022,2,8,12,5.97,8.17,10.37
2022,2,8,13,5.65,8.17,10.69
2022,2,8,14,5.3,7.93,10.55
2022,2,8,15,5.19,7.6,10.01
2022,2,8,16,6.38,7.64,8.9
2022,2,8,17,5.21,6.51,7.82
2022,2,8,18,5.12,5.93,6.73
2022,2,8,19,4.47,5.07,5.67
2022,2,8,20,3.23,3.8,4.37
2022,2,8,21,1.99,2.58,3.17
2022,2,8,22,1.13,1.71,2.29
2022,2,8,23,0.8,1.37,1.94
2022,2,9,0,0.73,1.37,2.01
2022,2,9,1,0.53,1.22,1.9
2022,2,9,2,0.38,1.09,1.8
2022,2,9,3,0.32,1.03,1.73
2022,2,9,4,0.31,0.97,1.62
2022,2,9,5,0.23,0.88,1.53
2022,2,9,6,0.07,0.77,1.47
2022,2,9,7,-0.05,0.76,1.58
2022,2,9,8,0.15,1.35,2.55
2022,2,9,9,-0.09,1.94,3.98
2022,2,9,10,-0.71,2.35,5.41
2022,2,9,11,-1.29,2.54,6.36
2022,2,9,12,-1.74,2.5,6.73
2022,2,9,13,-2.06,2.37,6.8
2022,2,9,14,-2.34,2.05,6.45
2022,2,9,15,-2.53,1.6,5.73
2022,2,9,16,-2.45,0.99,4.42
2022,2,9,17,-2.21,0.06,2.33
2022,2,9,18,-2.12,-0.45,1.22
2022,2,9,19,-2.15,-0.77,0.59
2022,2,9,20,-2.31,-1.18,-0.06
2022,2,9,21,-2.59,-1.63,-0.66
2022,2,9,22,-2.87,-2.1,-1.34
2022,2,9,23,-2.86,-2.35,-1.85
2022,2,10,0,-2.67,-2.39,-2.13
2022,2,10,1,-2.3,-2.27,-2.24
2022,2,10,2,-1.83,-2.08,-2.33
2022,2,10,3,-1.4,-1.95,-2.49
2022,2,10,4,-1.06,-1.78,-2.5
2022,2,10,5,-0.85,-1.67,-2.49
2022,2,10,6,-0.8,-1.7,-2.59
2022,2,10,7,-0.49,-0.69,-0.88
2022,2,10,8,0.36,1.17,1.98
2022,2,10,9,0.59,2.55,4.51
2022,2,10,10,0.4,3.44,6.5
2022,2,10,11,0.17,4.16,8.15
2022,2,10,12,-0.03,4.65,9.33
2022,2,10,13,-0.2,4.91,10.01
2022,2,10,14,-0.2,4.98,10.15
2022,2,10,15,0,4.85,9.7
2022,2,10,16,1.58,4.65,7.7
2022,2,10,17,0.44,2.12,3.8
2022,2,10,18,-0.33,1.09,2.51
2022,2,10,19,-0.73,0.47,1.66
2022,2,10,20,-1.13,-0.11,0.9
2022,2,10,21,-1.41,-0.58,0.25
2022,2,10,22,-1.64,-0.97,-0.3
2022,2,10,23,-1.94,-1.38,-0.82
2022,2,11,0,-2.29,-1.82,-1.35
2022,2,11,1,-2.66,-2.24,-1.83
2022,2,11,2,-2.98,-2.59,-2.2
2022,2,11,3,-3.24,-2.84,-2.45
2022,2,11,4,-3.45,-3.03,-2.62
2022,2,11,5,-3.61,-3.15,-2.69
2022,2,11,6,-3.77,-3.24,-2.71
2022,2,11,7,-3.22,-2.16,-1.1
2022,2,11,8,-2.05,-0.21,1.62
2022,2,11,9,0.21,2.46,4.71
2022,2,11,10,2.42,5.5,8.58
2022,2,11,11,3.04,7.48,11.92
2022,2,11,12,3.37,8.68,13.98
2022,2,11,13,3.65,9.33,15.01
2022,2,11,14,4.23,9.73,15.23
2022,2,11,15,5.01,9.85,14.69
2022,2,11,16,7.09,9.89,12.69
2022,2,11,17,3.05,6.59,10.13
2022,2,11,18,2.38,5.48,8.56
2022,2,11,19,2.17,4.76,7.37
2022,2,11,20,2.2,4.28,6.36
2022,2,11,21,2.36,3.93,5.51
2022,2,11,22,2.54,3.68,4.82
2022,2,11,23,2.58,3.36,4.14
2022,2,12,0,2.46,2.98,3.49
2022,2,12,1,2.29,2.64,2.99
2022,2,12,2,2.15,2.37,2.58
2022,2,12,3,2.12,2.15,2.19
2022,2,12,4,2.23,2.04,1.85
2022,2,12,5,2.41,1.94,1.45
2022,2,12,6,2.65,1.9,1.14
2022,2,12,7,3.21,2.99,2.77
2022,2,12,8,4.75,5.75,6.76
2022,2,12,9,6.23,7.83,9.43
2022,2,12,10,7.6,10.07,12.54
2022,2,12,11,8.06,11,13.94
2022,2,12,12,8.29,11.52,14.76
2022,2,12,13,8.3,11.76,15.21
2022,2,12,14,8.08,11.68,15.27
2022,2,12,15,7.76,11.32,14.89
2022,2,12,16,8.39,11.07,13.74
2022,2,12,17,6.63,9.27,11.9
2022,2,12,18,6.17,8.62,11.06
2022,2,12,19,5.75,7.88,10.01
2022,2,12,20,5.34,7.2,9.06
2022,2,12,21,5.01,6.59,8.19
2022,2,12,22,4.71,6.04,7.37
2022,2,12,23,4.51,5.58,6.65
2022,2,13,0,4.34,5.19,6.05
2022,2,13,1,4.1,4.83,5.55
2022,2,13,2,3.72,4.46,5.2
2022,2,13,3,3.22,3.97,4.71
2022,2,13,4,2.81,3.49,4.17
2022,2,13,5,2.39,3.01,3.65
2022,2,13,6,2.03,2.62,3.23
2022,2,13,7,2.39,3.02,3.66
2022,2,13,8,2.44,3.89,5.34
2022,2,13,9,3.13,4.99,6.84
2022,2,13,10,4.52,6.98,9.44
2022,2,13,11,5.87,8.89,11.9
2022,2,13,12,6.15,9.55,12.93
2022,2,13,13,5.91,9.44,12.98
2022,2,13,14,5.6,9.04,12.48
2022,2,13,15,5.59,8.7,11.81
2022,2,13,16,6.9,8.77,10.65
2022,2,13,17,5.36,6.85,8.34
2022,2,13,18,4.55,5.68,6.81
2022,2,13,19,3.96,4.76,5.55
2022,2,13,20,3.3,3.81,4.32
2022,2,13,21,2.94,3.13,3.33
2022,2,13,22,2.65,2.57,2.48
2022,2,13,23,2.42,2.15,1.87
2022,2,14,0,2.31,1.91,1.52
2022,2,14,1,2.2,1.75,1.3
2022,2,14,2,2.03,1.65,1.26
2022,2,14,3,1.83,1.44,1.05
2022,2,14,4,1.6,1.19,0.77
2022,2,14,5,1.37,0.91,0.47
2022,2,14,6,1.12,0.67,0.23
2022,2,14,7,1.12,1.2,1.28
2022,2,14,8,1.6,2.48,3.34
2022,2,14,9,2.24,4.09,5.94
2022,2,14,10,3.06,5.72,8.37
2022,2,14,11,3.56,6.93,10.3
2022,2,14,12,3.61,7.55,11.51
2022,2,14,13,3.58,7.69,11.8
2022,2,14,14,3.39,7.47,11.55
2022,2,14,15,3.16,6.99,10.82
2022,2,14,16,3.96,6.6,9.24
2022,2,14,17,3.19,4.37,5.55
2022,2,14,18,2.01,3.04,4.07
2022,2,14,19,1.37,2.28,3.19
2022,2,14,20,0.87,1.6,2.33
2022,2,14,21,0.68,1.13,1.58
2022,2,14,22,0.62,0.84,1.06
2022,2,14,23,0.54,0.55,0.57
2022,2,15,0,0.44,0.3,0.15
2022,2,15,1,0.37,0.11,-0.16
2022,2,15,2,0.32,0,-0.33
2022,2,15,3,0.25,-0.22,-0.7
2022,2,15,4,0.15,-0.38,-0.92
2022,2,15,5,0.03,-0.52,-1.08
2022,2,15,6,-0.11,-0.63,-1.15
2022,2,15,7,-0.01,0.03,0.07
2022,2,15,8,0.58,1.29,2
2022,2,15,9,1.26,3.1,4.94
2022,2,15,10,1.37,4.73,8.07
2022,2,15,11,1.95,5.9,9.85
2022,2,15,12,2.38,6.76,11.12
2022,2,15,13,2.58,7.17,11.75
2022,2,15,14,2.51,7.18,11.86
2022,2,15,15,2.6,7.02,11.45
2022,2,15,16,4.69,7.31,9.94
2022,2,15,17,2.46,4.71,6.96
2022,2,15,18,1.06,3.63,6.21
2022,2,15,19,0.48,3.19,5.9
2022,2,15,20,0.05,2.66,5.26
2022,2,15,21,-0.34,2.22,4.77
2022,2,15,22,-0.62,1.8,4.22
2022,2,15,23,-0.95,1.41,3.77
2022,2,16,0,-1.32,0.93,3.18
2022,2,16,1,-1.7,0.35,2.4
2022,2,16,2,-2.1,-0.19,1.72
2022,2,16,3,-2.46,-0.65,1.15
2022,2,16,4,-2.77,-1.06,0.65
2022,2,16,5,-2.98,-1.45,0.08
2022,2,16,6,-3.1,-1.72,-0.34
2022,2,16,7,-1.21,0.03,1.27
2022,2,16,8,-0.06,2.62,5.29
2022,2,16,9,1.43,4.6,7.77
2022,2,16,10,1.71,6.51,11.31
2022,2,16,11,1.9,7.42,12.93
2022,2,16,12,2.36,7.95,13.55
2022,2,16,13,2.75,8.26,13.76
2022,2,16,14,3.13,8.53,13.93
2022,2,16,15,3.77,8.68,13.58
2022,2,16,16,6.04,9.05,12.05
2022,2,16,17,2.79,6.33,9.89
2022,2,16,18,1.94,5.4,8.87
2022,2,16,19,1.62,4.97,8.32
2022,2,16,20,1.39,4.54,7.68
2022,2,16,21,1.36,4.12,6.87
2022,2,16,22,1.19,3.6,6
2022,2,16,23,1.02,3.12,5.23
2022,2,17,0,1,2.88,4.76
2022,2,17,1,1.03,2.82,4.6
2022,2,17,2,1.26,2.98,4.69
2022,2,17,3,1.25,2.9,4.57
2022,2,17,4,1.3,2.78,4.27
2022,2,17,5,1.38,2.6,3.83
2022,2,17,6,1.68,2.51,3.33
2022,2,17,7,3,3.68,4.36
2022,2,17,8,4.19,5.69,7.18
2022,2,17,9,5.69,7.58,9.48
2022,2,17,10,7.14,9.92,12.69
2022,2,17,11,7.48,10.84,14.22
2022,2,17,12,7.4,11.19,14.98
2022,2,17,13,7.21,11.23,15.26
2022,2,17,14,6.98,11,15.01
2022,2,17,15,7.12,10.73,14.33
2022,2,17,16,8.87,10.73,12.57
2022,2,17,17,6.06,8.19,10.31
2022,2,17,18,5.2,7.42,9.63
2022,2,17,19,5.19,7.21,9.23
2022,2,17,20,5.3,6.91,8.52
2022,2,17,21,5.44,6.73,8.01
2022,2,17,22,5.58,6.44,7.29
2022,2,17,23,5.68,5.89,6.11
2022,2,18,0,5.71,5.28,4.84
2022,2,18,1,5.8,4.91,4.02
2022,2,18,2,5.94,4.78,3.62
2022,2,18,3,5.99,4.76,3.52
2022,2,18,4,5.8,4.83,3.87
2022,2,18,5,5.65,5.17,4.7
2022,2,18,6,5.65,5.42,5.19
2022,2,18,7,6.08,6.04,6
2022,2,18,8,7.3,7.57,7.84
2022,2,18,9,8.31,8.81,9.31
2022,2,18,10,9.21,10.08,10.94
2022,2,18,11,9.51,11.08,12.64
2022,2,18,12,9.39,11.36,13.33
2022,2,18,13,9.24,11.33,13.4
2022,2,18,14,9.21,11.15,13.09
2022,2,18,15,8.95,10.38,11.8
2022,2,18,16,7.8,9.03,10.25
2022,2,18,17,5.65,6.59,7.54
2022,2,18,18,3.63,4.78,5.93
2022,2,18,19,2.53,3.77,5.01
2022,2,18,20,1.66,2.9,4.15
2022,2,18,21,1.07,2.27,3.48
2022,2,18,22,0.67,1.88,3.1
2022,2,18,23,0.37,1.42,2.48
2022,2,19,0,0.13,0.97,1.8
2022,2,19,1,0.01,0.68,1.35
2022,2,19,2,-0.09,0.38,0.84
2022,2,19,3,-0.23,-0.02,0.2
2022,2,19,4,-0.39,-0.43,-0.46
2022,2,19,5,-0.55,-0.76,-0.96
2022,2,19,6,-0.75,-1.06,-1.38
2022,2,19,7,0.16,0.44,0.72
2022,2,19,8,1.37,2.59,3.83
2022,2,19,9,1.65,4.4,7.13
2022,2,19,10,0.7,5.29,9.87
2022,2,19,11,0.51,5.98,11.44
2022,2,19,12,0.54,6.48,12.42
2022,2,19,13,0.64,6.83,13.01
2022,2,19,14,0.76,6.99,13.22
2022,2,19,15,1.24,7.1,12.95
2022,2,19,16,3.3,7.58,11.86
2022,2,19,17,0.13,5.22,10.3
2022,2,19,18,-1.62,4.15,9.91
2022,2,19,19,-1.97,3.83,9.62
2022,2,19,20,-2.21,3.46,9.14
2022,2,19,21,-2.45,3.02,8.5
2022,2,19,22,-2.7,2.61,7.91
2022,2,19,23,-2.55,2.23,7.01
2022,2,20,0,-2.45,1.73,5.9
2022,2,20,1,-2.45,1.27,4.99
2022,2,20,2,-2.47,0.82,4.12
2022,2,20,3,-2.26,0.42,3.11
2022,2,20,4,-1.56,0.59,2.75
2022,2,20,5,-1.15,0.71,2.57
2022,2,20,6,-0.92,0.74,2.4
2022,2,20,7,0.51,2.12,3.72
2022,2,20,8,0.81,3.86,6.9
2022,2,20,9,1.77,5.06,8.35
2022,2,20,10,3.62,7.41,11.2
2022,2,20,11,3.67,8.88,14.1
2022,2,20,12,4.69,9.94,15.19
2022,2,20,13,5.48,10.53,15.59
2022,2,20,14,6.76,10.83,14.91
2022,2,20,15,8.74,11.35,13.96
2022,2,20,16,8.87,10.25,11.63
2022,2,20,17,7.59,8.78,9.97
2022,2,20,18,7.01,8.13,9.25
2022,2,20,19,6.7,7.77,8.84
2022,2,20,20,6.44,7.48,8.51
2022,2,20,21,6.33,7.31,8.28
2022,2,20,22,6.36,7.23,8.11
2022,2,20,23,6.3,7.12,7.94
2022,2,21,0,7.05,7.76,8.48
2022,2,21,1,7.43,8.08,8.73
2022,2,21,2,7.59,8.2,8.8
2022,2,21,3,7.69,8.27,8.86
2022,2,21,4,7.76,8.33,8.91
2022,2,21,5,7.71,8.27,8.83
2022,2,21,6,7.62,8.15,8.68
2022,2,21,7,8.03,8.71,9.38
2022,2,21,8,8.12,9.46,10.8
2022,2,21,9,9.55,10.92,12.3
2022,2,21,10,10.74,12.26,13.77
2022,2,21,11,10.94,12.78,14.61
2022,2,21,12,11.14,13.24,15.35
2022,2,21,13,11.17,13.55,15.91
2022,2,21,14,11.11,13.65,16.19
2022,2,21,15,11.03,13.53,16.04
2022,2,21,16,11.58,13.22,14.86
2022,2,21,17,10.49,10.98,11.48
2022,2,21,18,10.08,10.05,10.02
2022,2,21,19,10.15,9.96,9.77
2022,2,21,20,10.3,10.32,10.34
2022,2,21,21,10.25,10.55,10.85
2022,2,21,22,10.12,10.49,10.87
2022,2,21,23,10.13,10.46,10.79
2022,2,22,0,10.05,10.23,10.42
2022,2,22,1,10.01,10.23,10.44
2022,2,22,2,9.87,10.15,10.43
2022,2,22,3,9.7,10.08,10.47
2022,2,22,4,9.42,9.83,10.23
2022,2,22,5,9.14,9.5,9.85
2022,2,22,6,8.96,9.24,9.51
2022,2,22,7,9.76,10.26,10.75
2022,2,22,8,10.94,11.73,12.53
2022,2,22,9,11.56,12.87,14.18
2022,2,22,10,10.89,13.13,15.37
2022,2,22,11,10.56,13.25,15.94
2022,2,22,12,10.65,13.41,16.19
2022,2,22,13,10.59,13.33,16.08
2022,2,22,14,10.51,13.19,15.87
2022,2,22,15,10.7,13.06,15.42
2022,2,22,16,11.41,12.9,14.4
2022,2,22,17,10.65,11.33,12.01
2022,2,22,18,10.02,10.6,11.18
2022,2,22,19,9.97,10.52,11.07
2022,2,22,20,10.01,10.54,11.05
2022,2,22,21,9.77,10.21,10.64
2022,2,22,22,9.65,9.98,10.31
2022,2,22,23,9.44,9.63,9.81
2022,2,23,0,9.2,9.28,9.36
2022,2,23,1,8.83,8.84,8.86
2022,2,23,2,8.48,8.49,8.51
2022,2,23,3,8.23,8.27,8.3
2022,2,23,4,7.91,7.98,8.03
2022,2,23,5,7.55,7.65,7.76
2022,2,23,6,7.19,7.35,7.51
2022,2,23,7,8.09,8.46,8.83
2022,2,23,8,9,9.79,10.57
2022,2,23,9,9.44,10.64,11.84
2022,2,23,10,9.65,11.26,12.88
2022,2,23,11,9.67,11.6,13.52
2022,2,23,12,9.83,12.08,14.32
2022,2,23,13,9.78,12.19,14.58
2022,2,23,14,9.67,12.2,14.73
2022,2,23,15,9.45,12.08,14.72
2022,2,23,16,10.59,12.22,13.83
2022,2,23,17,9.47,10.37,11.26
2022,2,23,18,8.33,9.11,9.88
2022,2,23,19,8.01,8.69,9.35
2022,2,23,20,7.65,8.17,8.69
2022,2,23,21,7.32,7.73,8.14
2022,2,23,22,7.04,7.36,7.67
2022,2,23,23,6.62,6.64,6.65
2022,2,24,0,6.44,6.5,6.56
2022,2,24,1,6.26,6.41,6.57
2022,2,24,2,6.03,6.19,6.36
2022,2,24,3,5.76,5.88,6.01
2022,2,24,4,5.53,5.7,5.87
2022,2,24,5,5.37,5.55,5.73
2022,2,24,6,5.3,5.5,5.7
2022,2,24,7,5.59,6.06,6.53
2022,2,24,8,5.87,6.58,7.3
2022,2,24,9,5.92,6.9,7.89
2022,2,24,10,5.7,6.9,8.12
2022,2,24,11,5.12,6.55,7.98
2022,2,24,12,4.39,5.91,7.44
2022,2,24,13,3.74,5.3,6.86
2022,2,24,14,3.26,4.76,6.26
2022,2,24,15,2.96,4.28,5.6
2022,2,24,16,2.75,3.82,4.89
2022,2,24,17,2.52,3.4,4.27
2022,2,24,18,2.36,3.17,3.98
