YEAR,MO,DY,HR,PS,WS10M,WD10M,WS50M
2019,4,30,10,99.89,6.81,201.26,8.27
2019,4,30,11,99.86,6.84,202.99,8.37
2019,4,30,12,99.83,6.92,204.25,8.52
2019,4,30,13,99.81,7.11,204.74,8.74
2019,4,30,14,99.79,7.29,205.17,8.94
2019,4,30,15,99.78,7.3,204.73,8.9
2019,4,30,16,99.77,7.01,202.9,8.53
2019,4,30,17,99.77,6.36,202,7.8
2019,4,30,18,99.77,5.01,201.04,7.07
2019,4,30,19,99.78,4.22,198.77,6.67
2019,4,30,20,99.81,4.07,195.69,6.49
2019,4,30,21,99.81,4.02,192.93,6.35
2019,4,30,22,99.8,4.05,192.13,6.33
2019,4,30,23,99.81,4.13,191.67,6.37
2019,5,1,0,99.79,4.12,189.84,6.27
2019,5,1,1,99.74,4.06,187.74,6.15
2019,5,1,2,99.7,4.01,185.59,6.09
2019,5,1,3,99.67,3.96,182.6,6.05
2019,5,1,4,99.63,3.91,178.86,5.99
2019,5,1,5,99.62,3.76,175.71,5.86
2019,5,1,6,99.63,3.94,176.47,5.82
2019,5,1,7,99.65,4.52,179.9,5.46
2019,5,1,8,99.68,5.18,192.11,6.19
2019,5,1,9,99.71,5.61,198.59,6.61
2019,5,1,10,99.73,6.07,205.44,7.15
2019,5,1,11,99.75,6.32,212.18,7.48
2019,5,1,12,99.73,6.04,214.04,7.19
2019,5,1,13,99.71,5.98,216.6,7.15
2019,5,1,14,99.68,5.75,219.71,6.89
2019,5,1,15,99.65,5.52,220.12,6.59
2019,5,1,16,99.65,5.41,219.73,6.42
2019,5,1,17,99.65,5.2,218.35,6.24
2019,5,1,18,99.65,3.97,212.53,5.63
2019,5,1,19,99.67,3.46,201.87,5.66
2019,5,1,20,99.72,3.67,200.06,6.03
2019,5,1,21,99.71,3.61,199.34,5.85
2019,5,1,22,99.67,3.61,197.77,5.77
2019,5,1,23,99.64,3.61,195.57,5.71
2019,5,2,0,99.61,3.66,195.61,5.82
2019,5,2,1,99.58,3.61,196.35,5.76
2019,5,2,2,99.55,3.5,195.28,5.49
2019,5,2,3,99.53,3.5,195.68,5.33
2019,5,2,4,99.52,3.32,197.11,4.9
2019,5,2,5,99.53,3,199.8,4.34
2019,5,2,6,99.55,2.73,205.24,3.79
2019,5,2,7,99.57,3.08,217.28,3.57
2019,5,2,8,99.61,2.9,229.48,3.27
2019,5,2,9,99.62,2.85,241.11,3.19
2019,5,2,10,99.63,2.96,252.33,3.37
2019,5,2,11,99.62,3.1,259.4,3.69
2019,5,2,12,99.61,3.34,264.22,4.06
2019,5,2,13,99.6,3.63,268.77,4.44
2019,5,2,14,99.58,3.87,273.12,4.76
2019,5,2,15,99.58,4.03,277.46,4.96
2019,5,2,16,99.59,4.1,282.1,5.06
2019,5,2,17,99.62,3.98,284.09,4.99
2019,5,2,18,99.64,3.2,283.26,4.93
2019,5,2,19,99.68,3.05,284.82,4.77
2019,5,2,20,99.73,2.87,289.37,4.3
2019,5,2,21,99.73,2.7,294.79,3.8
2019,5,2,22,99.72,2.48,300.28,3.33
2019,5,2,23,99.72,2.3,305.31,3.02
2019,5,3,0,99.71,2.19,308.79,2.84
2019,5,3,1,99.7,2.1,308.96,2.68
2019,5,3,2,99.72,2.05,306.78,2.61
2019,5,3,3,99.75,2,305.93,2.55
2019,5,3,4,99.78,1.82,311.16,2.31
2019,5,3,5,99.81,1.46,328.35,1.84
2019,5,3,6,99.86,1.18,357.72,1.49
2019,5,3,7,99.92,1.24,10.89,1.43
2019,5,3,8,99.96,1.05,18.3,1.2
2019,5,3,9,99.98,0.75,8.38,0.91
2019,5,3,10,99.97,0.73,330.41,0.87
2019,5,3,11,99.93,1.01,309.35,1.17
2019,5,3,12,99.89,1.52,298.28,1.72
2019,5,3,13,99.87,2.31,290.22,2.68
2019,5,3,14,99.86,3.21,286.1,3.87
2019,5,3,15,99.84,3.38,283.23,4.14
2019,5,3,16,99.82,3.27,280.88,4.1
2019,5,3,17,99.82,3.1,276.52,4.23
2019,5,3,18,99.83,2.52,270.71,4.21
2019,5,3,19,99.86,2.64,263.38,3.93
2019,5,3,20,99.91,2.41,250.68,3.46
2019,5,3,21,99.92,2.25,236.31,3.08
2019,5,3,22,99.9,2.27,217.3,2.94
2019,5,3,23,99.88,2.22,198.69,2.84
2019,5,4,0,99.86,2.29,180,2.93
2019,5,4,1,99.83,2.56,167.83,3.35
2019,5,4,2,99.81,2.81,156.78,3.74
2019,5,4,3,99.79,3.06,148.13,4.14
2019,5,4,4,99.77,3.29,141.66,4.52
2019,5,4,5,99.78,3.3,139.99,4.67
2019,5,4,6,99.8,3.52,140.49,4.66
2019,5,4,7,99.81,3.88,146.41,4.38
2019,5,4,8,99.8,4.45,154.52,5.24
2019,5,4,9,99.79,4.73,156.35,5.73
2019,5,4,10,99.76,4.86,164.33,6.12
2019,5,4,11,99.73,5.01,175.89,6.41
2019,5,4,12,99.7,5.04,182.22,6.48
2019,5,4,13,99.7,5.4,193.71,6.92
2019,5,4,14,99.73,5.75,203.78,7.24
2019,5,4,15,99.69,5.4,199.8,6.74
2019,5,4,16,99.68,5.41,193.09,6.66
2019,5,4,17,99.68,5.32,186.5,6.68
2019,5,4,18,99.71,4.98,190.22,6.9
2019,5,4,19,99.78,4.74,195.69,6.75
2019,5,4,20,99.74,3.88,165.4,6.07
2019,5,4,21,99.68,4.21,153.2,6.77
2019,5,4,22,99.64,4.62,161.69,7.43
2019,5,4,23,99.63,4.72,168.93,7.36
2019,5,5,0,99.59,4.88,160.75,7.44
2019,5,5,1,99.53,5.23,153.55,7.84
2019,5,5,2,99.47,5.15,148.41,7.86
2019,5,5,3,99.43,5.24,147.73,8.05
2019,5,5,4,99.38,5.44,148.02,8.39
2019,5,5,5,99.36,5.88,149.31,8.87
2019,5,5,6,99.35,6.96,149.58,9.03
2019,5,5,7,99.34,8.75,150.64,10.89
2019,5,5,8,99.3,10.19,155.69,12.58
2019,5,5,9,99.49,11.47,168.84,13.89
2019,5,5,10,99.44,10.59,150.71,12.63
2019,5,5,11,99.54,9.79,159.6,11.91
2019,5,5,12,99.54,8.42,156.65,10.33
2019,5,5,13,99.54,7.89,164.02,10.15
2019,5,5,14,99.46,8.87,167.49,11.31
2019,5,5,15,99.41,9.73,166.34,12.06
2019,5,5,16,99.34,9,156.19,11.15
2019,5,5,17,99.3,7.81,150.51,10.06
2019,5,5,18,99.29,6.24,152.67,9.26
2019,5,5,19,99.33,5.46,161.23,8.93
2019,5,5,20,99.38,5.61,170.94,9.19
2019,5,5,21,99.4,5.7,175.84,9.06
2019,5,5,22,99.39,5.1,175.61,7.93
2019,5,5,23,99.38,5,172.73,7.8
2019,5,6,0,99.36,4.99,171.17,7.76
2019,5,6,1,99.34,4.91,170.66,7.63
2019,5,6,2,99.33,4.89,171.18,7.68
2019,5,6,3,99.33,4.74,172.52,7.38
2019,5,6,4,99.33,4.44,174.04,6.83
2019,5,6,5,99.34,4.05,175.47,6.19
2019,5,6,6,99.34,4.15,175.58,5.32
2019,5,6,7,99.34,4.51,187.06,5.36
2019,5,6,8,99.35,4.65,197.19,5.58
2019,5,6,9,99.36,4.9,201.41,6.06
2019,5,6,10,99.37,5.39,205.6,6.69
2019,5,6,11,99.36,5.75,207.96,7.15
2019,5,6,12,99.34,5.95,210.03,7.4
2019,5,6,13,99.32,6.13,212.03,7.64
2019,5,6,14,99.3,6.33,213.42,7.88
2019,5,6,15,99.27,6.51,214.34,8.1
2019,5,6,16,99.27,6.56,214.43,8.17
2019,5,6,17,99.25,6.59,214.46,8.25
2019,5,6,18,99.26,5.81,211.53,7.94
2019,5,6,19,99.27,4.97,203.22,7.87
2019,5,6,20,99.31,5.28,195.89,8.16
2019,5,6,21,99.32,5.93,196.93,8.92
2019,5,6,22,99.35,6.09,204.23,9.14
2019,5,6,23,99.38,5.71,213.39,8.75
2019,5,7,0,99.4,5.2,223.29,8.19
2019,5,7,1,99.42,4.93,232.33,7.92
2019,5,7,2,99.43,4.82,238.78,7.7
2019,5,7,3,99.43,4.77,241.29,7.61
2019,5,7,4,99.44,4.71,243.05,7.49
2019,5,7,5,99.46,4.57,243.74,7.29
2019,5,7,6,99.48,5.17,244.13,6.87
2019,5,7,7,99.5,6.09,245.67,7.31
2019,5,7,8,99.52,6.35,247.06,7.46
2019,5,7,9,99.55,6.34,247.83,7.38
2019,5,7,10,99.56,6.18,248.43,7.18
2019,5,7,11,99.57,6.01,248.97,6.99
2019,5,7,12,99.58,5.87,251.13,6.83
2019,5,7,13,99.61,5.74,255.59,6.68
2019,5,7,14,99.63,5.5,261.66,6.43
2019,5,7,15,99.65,5.31,267.39,6.22
2019,5,7,16,99.68,5.28,271.61,6.2
2019,5,7,17,99.7,5.02,275.44,6.07
2019,5,7,18,99.73,3.9,278.41,5.62
2019,5,7,19,99.76,3.43,279.57,5.34
2019,5,7,20,99.81,3.3,278.86,4.96
2019,5,7,21,99.83,3.19,276.32,4.66
2019,5,7,22,99.83,3.14,271.28,4.44
2019,5,7,23,99.84,3.03,267.48,4.12
2019,5,8,0,99.84,2.95,265.74,3.94
2019,5,8,1,99.85,3,267.01,4.01
2019,5,8,2,99.86,3.05,271.18,4.09
2019,5,8,3,99.88,2.79,279.67,3.69
2019,5,8,4,99.9,2.39,288.85,3.15
2019,5,8,5,99.92,1.94,302.99,2.51
2019,5,8,6,99.96,1.63,329.13,2.13
2019,5,8,7,99.97,1.97,341.28,2.2
2019,5,8,8,99.99,2.13,340.03,2.31
2019,5,8,9,99.99,2.39,334.69,2.56
2019,5,8,10,100,2.78,328.1,2.97
2019,5,8,11,100.01,3.29,319.72,3.5
2019,5,8,12,100.02,3.84,314.09,4.13
2019,5,8,13,100.02,4.28,310.49,4.66
2019,5,8,14,100.01,4.59,309.06,5.04
2019,5,8,15,100,4.71,309.95,5.22
2019,5,8,16,99.99,4.62,312.67,5.21
2019,5,8,17,99.97,4.37,316.38,5.1
2019,5,8,18,99.98,3.42,319.26,4.94
2019,5,8,19,99.99,3.17,325.76,4.83
2019,5,8,20,100.02,3.04,335.87,4.46
2019,5,8,21,100.03,2.92,345.26,4.12
2019,5,8,22,100.03,2.87,354.23,3.95
2019,5,8,23,100.02,2.71,3.47,3.67
2019,5,9,0,100.01,2.45,12.13,3.24
2019,5,9,1,99.99,2.27,21.98,2.96
2019,5,9,2,99.97,2.2,33.24,2.85
2019,5,9,3,99.93,2.13,45.74,2.75
2019,5,9,4,99.92,2.07,50.66,2.65
2019,5,9,5,99.93,2.09,50.17,2.77
2019,5,9,6,99.95,2.41,51.57,2.74
2019,5,9,7,99.97,2.37,47.68,2.57
2019,5,9,8,99.96,2.17,38.85,2.37
2019,5,9,9,99.94,1.72,32.17,1.93
2019,5,9,10,99.92,1.27,8.88,1.44
2019,5,9,11,99.89,1.23,322.48,1.26
2019,5,9,12,99.86,1.92,292.19,1.94
2019,5,9,13,99.83,2.62,277.19,2.81
2019,5,9,14,99.8,3.23,268.06,3.57
2019,5,9,15,99.77,3.75,262.82,4.18
2019,5,9,16,99.76,3.96,259.09,4.44
2019,5,9,17,99.75,3.75,254.17,4.45
2019,5,9,18,99.75,2.9,248.97,4.28
2019,5,9,19,99.74,2.5,234.17,3.89
2019,5,9,20,99.74,2.66,211.54,4.04
2019,5,9,21,99.73,3.05,201.36,4.65
2019,5,9,22,99.72,3.3,194.27,5.12
2019,5,9,23,99.7,3.53,187.38,5.54
2019,5,10,0,99.68,3.68,183.89,5.83
2019,5,10,1,99.66,3.83,182.22,6.13
2019,5,10,2,99.64,4,181.34,6.42
2019,5,10,3,99.62,4.27,179.58,6.74
2019,5,10,4,99.6,4.45,176.47,6.86
2019,5,10,5,99.59,4.37,172.91,6.62
2019,5,10,6,99.6,5.16,170.49,6.33
2019,5,10,7,99.6,6.01,176.28,7.21
2019,5,10,8,99.61,6.35,181.83,7.49
2019,5,10,9,99.6,6.44,186.13,7.57
2019,5,10,10,99.59,6.53,192.09,7.73
2019,5,10,11,99.58,6.49,196.58,7.79
2019,5,10,12,99.58,6.29,199.13,7.64
2019,5,10,13,99.57,6.1,201.34,7.5
2019,5,10,14,99.57,6,202.42,7.44
2019,5,10,15,99.57,5.77,202.54,7.21
2019,5,10,16,99.58,5.35,201.88,6.76
2019,5,10,17,99.59,4.66,201.53,6
2019,5,10,18,99.58,3.51,198.96,5.14
2019,5,10,19,99.59,2.9,192.91,4.88
2019,5,10,20,99.63,2.8,189.3,4.66
2019,5,10,21,99.67,2.54,188.48,4.09
2019,5,10,22,99.7,2.39,189.59,3.55
2019,5,10,23,99.73,2.29,190.43,3.18
2019,5,11,0,99.73,2.17,190.18,2.95
2019,5,11,1,99.73,2.03,187.51,2.7
2019,5,11,2,99.74,1.87,184.31,2.44
2019,5,11,3,99.75,1.71,183.14,2.22
2019,5,11,4,99.78,1.61,180.83,2.07
2019,5,11,5,99.83,1.55,181.45,2
2019,5,11,6,99.88,1.57,185.71,1.91
2019,5,11,7,99.92,1.7,208.93,1.89
2019,5,11,8,99.96,1.66,228.05,1.81
2019,5,11,9,99.99,1.7,243.2,1.79
2019,5,11,10,100.01,1.94,253.9,2.11
2019,5,11,11,100.01,2.11,263.4,2.44
2019,5,11,12,100,2.24,274,2.65
2019,5,11,13,100,2.5,281.52,2.99
2019,5,11,14,100,2.9,288.04,3.51
2019,5,11,15,100.01,3.18,293.61,3.86
2019,5,11,16,100.02,3.29,297.6,3.98
2019,5,11,17,100.05,3.3,298.26,4.13
2019,5,11,18,100.09,2.78,294.4,4.31
2019,5,11,19,100.14,2.78,293.33,4.27
2019,5,11,20,100.2,2.6,297.57,3.78
2019,5,11,21,100.22,2.27,306.59,3.13
2019,5,11,22,100.21,1.86,316.87,2.44
2019,5,11,23,100.2,1.32,330.26,1.65
2019,5,12,0,100.18,0.81,358.35,0.99
2019,5,12,1,100.18,0.65,21.93,0.79
2019,5,12,2,100.18,0.66,39.19,0.8
2019,5,12,3,100.18,0.95,63.65,1.2
2019,5,12,4,100.19,1.38,77.22,1.77
2019,5,12,5,100.22,1.53,82.98,2.01
2019,5,12,6,100.26,1.67,85.7,2.03
2019,5,12,7,100.28,1.56,87.12,1.67
2019,5,12,8,100.27,1.39,85.48,1.6
2019,5,12,9,100.24,1.46,86.62,1.88
2019,5,12,10,100.19,1.59,90.84,2.09
2019,5,12,11,100.18,1.13,93.97,1.56
2019,5,12,12,100.17,0.48,83.45,0.81
2019,5,12,13,100.14,0.36,322.13,0.27
2019,5,12,14,100.12,1,309.63,0.94
2019,5,12,15,100.08,1.41,322.18,1.48
2019,5,12,16,100.05,1.5,342.79,1.71
2019,5,12,17,100.03,1.64,355.91,2.07
2019,5,12,18,100.01,1.69,354.42,2.48
2019,5,12,19,99.99,1.85,350.26,2.73
2019,5,12,20,99.99,1.83,358.29,2.7
2019,5,12,21,99.96,1.81,14.28,2.67
2019,5,12,22,99.95,1.72,24.7,2.53
2019,5,12,23,99.96,1.49,30.19,2.09
2019,5,13,0,99.95,1.23,26.73,1.54
2019,5,13,1,99.93,1.01,37.14,1.23
2019,5,13,2,99.9,1.14,72.06,1.41
2019,5,13,3,99.88,1.38,105.14,1.76
2019,5,13,4,99.89,1.56,128.88,2
2019,5,13,5,99.91,1.62,143.02,2.14
2019,5,13,6,99.95,1.52,147.78,1.98
2019,5,13,7,99.99,1.34,142.33,1.37
2019,5,13,8,99.99,1.07,165.15,1.31
2019,5,13,9,100,1.48,177.27,1.91
2019,5,13,10,99.99,1.98,183.62,2.52
2019,5,13,11,99.98,2.31,193.1,2.87
2019,5,13,12,99.97,2.6,206.26,3.15
2019,5,13,13,99.97,2.85,218.32,3.38
2019,5,13,14,99.95,3.05,225.83,3.59
2019,5,13,15,99.94,3.07,229.22,3.65
2019,5,13,16,99.92,1.66,220.43,2.06
2019,5,13,17,99.82,1.07,117.5,1.5
2019,5,13,18,99.8,0.69,140.03,1
2019,5,13,19,99.82,0.46,281.69,0.59
2019,5,13,20,99.86,0.85,345.07,1.14
2019,5,13,21,99.84,1.32,38.29,1.86
2019,5,13,22,99.84,0.92,46.38,1.29
2019,5,13,23,99.87,0.77,339.17,1.05
2019,5,14,0,99.86,1.11,18.43,1.56
2019,5,14,1,99.82,2.16,69.2,3.11
2019,5,14,2,99.77,3.31,91.22,4.96
2019,5,14,3,99.74,3.86,109.13,6.23
2019,5,14,4,99.72,3.89,123.63,6.43
2019,5,14,5,99.74,3.8,132.08,6.33
2019,5,14,6,99.76,3.59,135.71,6.22
2019,5,14,7,99.78,4.05,140.48,5.8
2019,5,14,8,99.79,3.67,139.93,4.72
2019,5,14,9,99.79,3.74,149.2,5.17
2019,5,14,10,99.79,4.07,163.51,5.53
2019,5,14,11,99.78,4.15,175.68,5.5
2019,5,14,12,99.73,4.24,185.18,5.52
2019,5,14,13,99.69,4.39,194.31,5.64
2019,5,14,14,99.68,4.63,214.33,5.9
2019,5,14,15,99.73,4.71,237.47,6.09
2019,5,14,16,99.76,2.94,255.08,4.71
2019,5,14,17,99.75,1.92,264.41,3.31
2019,5,14,18,99.75,1.47,268.17,2.32
2019,5,14,19,99.73,1.03,280.03,1.49
2019,5,14,20,99.73,0.62,316.52,0.88
2019,5,14,21,99.73,0.76,11.31,1.07
2019,5,14,22,99.69,1.14,40.56,1.66
2019,5,14,23,99.64,1.61,70.68,2.36
2019,5,15,0,99.6,2.13,100.36,3.24
2019,5,15,1,99.61,2.28,131.39,3.51
2019,5,15,2,99.6,2.27,154.94,3.48
2019,5,15,3,99.55,2.4,142.94,3.76
2019,5,15,4,99.45,3.02,130.38,5.08
2019,5,15,5,99.46,2.99,154.64,5.01
2019,5,15,6,99.52,2.58,186.07,4.35
2019,5,15,7,99.56,2.74,199.11,3.59
2019,5,15,8,99.58,2.92,202.46,3.81
2019,5,15,9,99.61,3.22,203.45,4.18
2019,5,15,10,99.6,3.36,200.67,4.28
2019,5,15,11,99.62,3.84,209.33,4.86
2019,5,15,12,99.66,4.54,228.28,5.73
2019,5,15,13,99.67,4.32,243.71,5.35
2019,5,15,14,99.64,3.11,254.71,3.71
2019,5,15,15,99.61,2.54,259.73,2.99
2019,5,15,16,99.61,2.61,266.91,3.18
2019,5,15,17,99.59,2.61,274.12,3.55
2019,5,15,18,99.6,2.24,273.6,3.96
2019,5,15,19,99.63,2.31,276.21,4.21
2019,5,15,20,99.66,2.16,279.8,3.88
2019,5,15,21,99.7,2.07,270.43,3.36
2019,5,15,22,99.67,1.18,266.59,1.73
2019,5,15,23,99.6,0.5,106.19,0.65
2019,5,16,0,99.49,2.47,86.56,4.04
2019,5,16,1,99.38,3.29,89.32,5.85
2019,5,16,2,99.37,2.62,106.44,4.17
2019,5,16,3,99.4,1.89,137.85,2.54
2019,5,16,4,99.4,2.01,183.34,2.65
2019,5,16,5,99.43,2.37,212.49,3.34
2019,5,16,6,99.46,2.53,225,3.12
2019,5,16,7,99.48,2.75,221.43,3.22
2019,5,16,8,99.49,3.19,211.78,3.76
2019,5,16,9,99.5,3.63,204.3,4.41
2019,5,16,10,99.5,4.08,204.31,5.04
2019,5,16,11,99.5,4.24,207.65,5.27
2019,5,16,12,99.48,4.25,210.86,5.28
2019,5,16,13,99.47,4.21,214.63,5.23
2019,5,16,14,99.44,4.05,219.13,5.01
2019,5,16,15,99.42,3.78,223.91,4.7
2019,5,16,16,99.43,3.44,229.88,4.3
2019,5,16,17,99.44,3.05,239.89,3.99
2019,5,16,18,99.46,2.48,255.39,4.02
2019,5,16,19,99.48,2.64,271.19,4.12
2019,5,16,20,99.52,2.72,283.48,3.93
2019,5,16,21,99.52,2.6,294.64,3.62
2019,5,16,22,99.48,2.4,305.86,3.23
2019,5,16,23,99.45,2.07,315,2.7
2019,5,17,0,99.42,1.72,322.92,2.19
2019,5,17,1,99.38,1.49,335.58,1.86
2019,5,17,2,99.36,1.35,350.32,1.66
2019,5,17,3,99.34,1.27,357.89,1.56
2019,5,17,4,99.3,1.27,353.31,1.57
2019,5,17,5,99.29,1.49,341.95,1.89
2019,5,17,6,99.27,2.01,335.13,2.29
2019,5,17,7,99.27,2.55,331,2.86
2019,5,17,8,99.26,2.89,327.81,3.18
2019,5,17,9,99.25,3.09,319.92,3.39
2019,5,17,10,99.25,3.24,309.22,3.55
2019,5,17,11,99.24,3.28,297.48,3.68
2019,5,17,12,99.22,3.42,287.15,3.92
2019,5,17,13,99.2,3.66,280.45,4.24
2019,5,17,14,99.18,3.76,276.68,4.37
2019,5,17,15,99.17,3.75,273.94,4.36
2019,5,17,16,99.18,3.7,273.27,4.31
2019,5,17,17,99.2,3.97,277.35,4.67
2019,5,17,18,99.22,3.9,282.95,5.27
2019,5,17,19,99.24,3.49,288.52,5.58
2019,5,17,20,99.27,3.36,299.55,5.34
2019,5,17,21,99.28,3.25,310.62,5.09
2019,5,17,22,99.27,3.15,310.97,4.78
2019,5,17,23,99.25,2.93,306.75,4.29
2019,5,18,0,99.24,2.84,301.72,4
2019,5,18,1,99.23,2.83,300.75,3.93
2019,5,18,2,99.22,2.78,300.02,3.81
2019,5,18,3,99.23,2.78,299.59,3.8
2019,5,18,4,99.25,2.7,302.5,3.67
2019,5,18,5,99.29,2.45,306.69,3.38
2019,5,18,6,99.34,2.42,317.88,2.94
2019,5,18,7,99.4,2.31,345.92,2.67
2019,5,18,8,99.44,2.39,8.48,2.76
2019,5,18,9,99.46,2.11,7.86,2.5
2019,5,18,10,99.46,1.87,354.72,2.28
2019,5,18,11,99.46,1.77,331.85,2.19
2019,5,18,12,99.46,2.12,307.67,2.54
2019,5,18,13,99.45,2.59,293.09,3.02
2019,5,18,14,99.45,3,285.27,3.5
2019,5,18,15,99.46,3.33,278.91,3.96
2019,5,18,16,99.49,3.5,275.38,4.28
2019,5,18,17,99.53,3.37,272.39,4.34
2019,5,18,18,99.56,2.81,266.49,4.49
2019,5,18,19,99.61,2.61,260.71,4.47
2019,5,18,20,99.67,2.44,252.84,3.78
2019,5,18,21,99.7,2.18,236.42,3.03
2019,5,18,22,99.71,2.13,211.65,2.84
2019,5,18,23,99.7,2.29,193.04,3.05
2019,5,19,0,99.68,2.4,180.93,3.24
2019,5,19,1,99.66,2.47,169.05,3.38
2019,5,19,2,99.64,2.52,158.92,3.49
2019,5,19,3,99.66,2.47,156.35,3.37
2019,5,19,4,99.69,2.34,151.89,3.1
2019,5,19,5,99.71,2.39,138.85,3.32
2019,5,19,6,99.74,2.96,130.62,3.5
2019,5,19,7,99.77,2.92,133.48,3.26
2019,5,19,8,99.76,3.05,146.19,3.54
2019,5,19,9,99.75,2.75,155.18,3.42
2019,5,19,10,99.74,2.77,173.52,3.49
2019,5,19,11,99.74,3.59,191.8,4.49
2019,5,19,12,99.73,4.34,196.21,5.45
2019,5,19,13,99.71,4.87,193.64,6.21
2019,5,19,14,99.7,4.88,190.9,6.33
2019,5,19,15,99.69,3.38,175.36,4.56
2019,5,19,16,99.66,2.43,148.66,3.54
2019,5,19,17,99.71,2.39,170.01,3.34
2019,5,19,18,99.72,2.28,173.51,4.04
2019,5,19,19,99.68,3.14,159.94,5.53
2019,5,19,20,99.68,4.16,157.34,7.28
2019,5,19,21,99.68,4.68,155.02,7.83
2019,5,19,22,99.63,4.86,148.4,7.93
2019,5,19,23,99.61,4.54,153.43,7.37
2019,5,20,0,99.61,4.4,164.33,7.07
2019,5,20,1,99.59,4.4,163.17,6.99
2019,5,20,2,99.56,4.53,157.68,7.15
2019,5,20,3,99.55,4.71,157.56,7.39
2019,5,20,4,99.56,4.72,157.72,7.4
2019,5,20,5,99.59,4.61,157.35,7.18
2019,5,20,6,99.66,5.07,157.82,6.35
2019,5,20,7,99.71,5.39,166,6.59
2019,5,20,8,99.73,5.82,176.53,7.16
2019,5,20,9,99.73,5.67,178.5,7.1
2019,5,20,10,99.72,5.88,178.48,7.51
2019,5,20,11,99.71,6.16,180,7.99
2019,5,20,12,99.78,6.56,197.18,8.48
2019,5,20,13,99.88,7.02,214.29,8.96
2019,5,20,14,99.93,6.61,222.22,8.36
2019,5,20,15,99.93,5.34,219.54,6.73
2019,5,20,16,99.94,4.62,213.07,5.83
2019,5,20,17,99.9,3.86,196.34,5
2019,5,20,18,99.85,3.2,179.16,4.76
2019,5,20,19,99.85,3,175.22,5.39
2019,5,20,20,99.91,3.32,179.87,5.81
2019,5,20,21,99.93,3.65,181.72,6.21
2019,5,20,22,99.91,3.95,180.23,6.51
2019,5,20,23,99.88,3.75,176.54,6.1
2019,5,21,0,99.88,3.37,181.59,5.41
2019,5,21,1,99.98,4.42,211.92,6.82
2019,5,21,2,100.12,5.26,225,7.84
2019,5,21,3,100.13,3.09,225.1,4.88
2019,5,21,4,100,1.69,95.84,2.29
2019,5,21,5,99.94,3.21,102.24,5.05
2019,5,21,6,99.95,4.32,113.13,5.15
2019,5,21,7,99.96,3.78,122.93,4.42
2019,5,21,8,99.98,2.95,144.71,3.68
2019,5,21,9,99.99,2.48,182.53,3.17
2019,5,21,10,99.98,2.7,214.01,3.42
2019,5,21,11,99.97,3.35,227.65,4.18
2019,5,21,12,99.97,3.87,229.42,4.86
2019,5,21,13,99.99,3.9,232.9,4.98
2019,5,21,14,100,3.98,240.72,5.17
2019,5,21,15,100.01,3.63,245.97,4.75
2019,5,21,16,99.99,2.31,234.21,3.12
2019,5,21,17,99.94,2.17,205.64,3.09
2019,5,21,18,99.93,2.11,208.75,3.77
2019,5,21,19,99.98,2.39,214.62,4.26
2019,5,21,20,100.04,2.56,203.52,4.46
2019,5,21,21,100.07,2.92,187.68,5.08
2019,5,21,22,100.05,3.27,181.37,5.64
2019,5,21,23,100.03,3.33,176.9,5.64
2019,5,22,0,99.99,3.26,176.57,5.42
2019,5,22,1,99.97,3.32,175.42,5.36
2019,5,22,2,99.94,3.34,169.35,5.38
2019,5,22,3,99.91,3.3,159.76,5.37
2019,5,22,4,99.86,3.23,148.16,5.32
2019,5,22,5,99.87,3.07,146.43,5.09
2019,5,22,6,99.89,3.09,147.6,3.86
2019,5,22,7,99.9,2.26,159.37,2.68
2019,5,22,8,99.92,2.3,196.4,2.83
2019,5,22,9,99.99,3.56,213.45,4.49
2019,5,22,10,100.06,4.99,209.33,6.2
2019,5,22,11,99.97,3.57,186.53,4.35
2019,5,22,12,99.99,3.4,220.8,4.27
2019,5,22,13,100.08,3.37,264.95,4.4
2019,5,22,14,100.07,1.84,289.13,2.37
2019,5,22,15,99.99,1.25,20.93,1.56
2019,5,22,16,99.94,1.4,44.77,1.67
2019,5,22,17,99.89,1.53,35.64,1.97
2019,5,22,18,99.85,1.87,27.1,2.93
2019,5,22,19,99.83,2.36,31.74,3.71
2019,5,22,20,99.83,2.42,43.95,3.88
2019,5,22,21,99.83,2.29,41.41,3.69
2019,5,22,22,99.81,2.51,27.44,4.14
2019,5,22,23,99.83,2.52,22.26,3.9
2019,5,23,0,99.78,3.14,31.28,5.29
2019,5,23,1,99.68,3.44,43.71,5.97
2019,5,23,2,99.78,2.33,23.3,3.51
2019,5,23,3,99.82,2.92,2.45,4.6
2019,5,23,4,99.76,3.71,25.81,6.17
2019,5,23,5,99.75,3.48,47.46,5.79
2019,5,23,6,99.79,3.64,67.17,5.11
2019,5,23,7,99.78,3.87,70.91,4.49
2019,5,23,8,99.76,3.8,65.86,4.6
2019,5,23,9,99.71,3.54,56.24,4.46
2019,5,23,10,99.67,3.19,36.65,3.96
2019,5,23,11,99.62,3.07,20.88,3.68
2019,5,23,12,99.57,2.69,5.33,3.08
2019,5,23,13,99.54,2.27,341.5,2.43
2019,5,23,14,99.51,2.32,310.35,2.43
2019,5,23,15,99.48,2.74,289.11,3.03
2019,5,23,16,99.47,3.07,279.82,3.54
2019,5,23,17,99.45,3.07,277.9,3.86
2019,5,23,18,99.42,2.63,283.58,4.3
