YEAR,MO,DY,HR,PS,WS10M,WD10M,WS50M
2017,4,1,2,100.12,6.29,23.73,8.03
2017,4,1,3,100.11,6.16,25.2,7.93
2017,4,1,4,100.12,6.09,26.83,7.96
2017,4,1,5,100.14,6.43,30.21,8.26
2017,4,1,6,100.16,6.42,29.37,7.78
2017,4,1,7,100.2,6.92,32.36,8
2017,4,1,8,100.24,6.63,33.28,7.52
2017,4,1,9,100.26,6.25,29.9,7.06
2017,4,1,10,100.25,6,26.43,6.82
2017,4,1,11,100.22,5.71,22.03,6.56
2017,4,1,12,100.17,5.38,16.46,6.41
2017,4,1,13,100.12,5.3,11.23,6.38
2017,4,1,14,100.06,5.32,7.84,6.45
2017,4,1,15,100.04,5.35,6.28,6.57
2017,4,1,16,100.05,5.4,4.23,6.73
2017,4,1,17,100.08,4.95,1.36,6.72
2017,4,1,18,100.13,4.56,2.06,7.16
2017,4,1,19,100.2,4.78,8.18,7.31
2017,4,1,20,100.24,4.47,12.31,6.76
2017,4,1,21,100.25,3.94,14.01,5.97
2017,4,1,22,100.25,3.46,16.8,5.29
2017,4,1,23,100.24,3.13,22.15,4.81
2017,4,2,0,100.22,2.94,28.95,4.45
2017,4,2,1,100.2,2.75,36.35,4.11
2017,4,2,2,100.2,2.56,43.39,3.73
2017,4,2,3,100.21,2.39,49.24,3.32
2017,4,2,4,100.22,2.24,54.37,2.95
2017,4,2,5,100.24,2.1,58.09,2.68
2017,4,2,6,100.29,1.97,60.28,2.64
2017,4,2,7,100.33,2.17,62.15,2.33
2017,4,2,8,100.38,1.78,56.66,1.89
2017,4,2,9,100.42,1.24,56.31,1.4
2017,4,2,10,100.44,0.61,69.02,0.92
2017,4,2,11,100.42,0.07,135,0.45
2017,4,2,12,100.38,0.54,252.35,0.36
2017,4,2,13,100.34,1.03,259.03,0.82
2017,4,2,14,100.29,1.53,260.3,1.44
2017,4,2,15,100.28,1.98,258.65,2.05
2017,4,2,16,100.29,2.46,258.08,2.83
2017,4,2,17,100.32,2.66,262.23,3.98
2017,4,2,18,100.34,2.73,268.36,4.64
2017,4,2,19,100.39,2.75,275.37,4.16
2017,4,2,20,100.42,2.39,285.53,3.28
2017,4,2,21,100.43,1.9,299.1,2.47
2017,4,2,22,100.42,1.31,324.22,1.65
2017,4,2,23,100.41,0.98,0.46,1.2
2017,4,3,0,100.41,0.8,41.03,0.94
2017,4,3,1,100.39,0.75,92.39,0.88
2017,4,3,2,100.38,0.9,133.24,1.08
2017,4,3,3,100.37,1.06,159.3,1.32
2017,4,3,4,100.37,1.17,168.09,1.48
2017,4,3,5,100.38,1.23,157.52,1.54
2017,4,3,6,100.4,1.48,145.97,1.91
2017,4,3,7,100.43,1.84,144.35,2.1
2017,4,3,8,100.45,2.09,149.88,2.38
2017,4,3,9,100.45,2.52,154.23,3
2017,4,3,10,100.44,3,165.39,3.72
2017,4,3,11,100.42,3.2,180.7,4.01
2017,4,3,12,100.39,3.39,195.35,4.19
2017,4,3,13,100.35,3.63,206.57,4.4
2017,4,3,14,100.31,3.75,214.39,4.52
2017,4,3,15,100.28,3.72,219.2,4.53
2017,4,3,16,100.29,3.54,225.72,4.45
2017,4,3,17,100.31,2.6,235.02,4.05
2017,4,3,18,100.33,1.99,236.68,3.28
2017,4,3,19,100.36,1.45,221.51,2.09
2017,4,3,20,100.39,1.29,169.91,1.68
2017,4,3,21,100.38,2.04,139.35,2.7
2017,4,3,22,100.37,2.69,135.12,3.79
2017,4,3,23,100.34,3.19,139.28,4.82
2017,4,4,0,100.31,3.55,142.7,5.45
2017,4,4,1,100.28,3.66,142.81,5.68
2017,4,4,2,100.25,3.76,146.54,5.87
2017,4,4,3,100.25,3.79,150.58,5.95
2017,4,4,4,100.25,3.87,152.45,6.17
2017,4,4,5,100.27,4.14,156.77,6.97
2017,4,4,6,100.32,4.66,164.24,7.61
2017,4,4,7,100.35,4.8,163.07,7.23
2017,4,4,8,100.41,5.24,160.56,6.75
2017,4,4,9,100.47,5.25,161.27,6.42
2017,4,4,10,100.52,5.08,163.66,6.29
2017,4,4,11,100.54,4.89,165.65,6.28
2017,4,4,12,100.54,4.71,167.74,6.26
2017,4,4,13,100.52,4.44,170.49,6.02
2017,4,4,14,100.48,4.19,174.12,5.74
2017,4,4,15,100.45,3.91,180.46,5.41
2017,4,4,16,100.44,3.24,188.17,4.89
2017,4,4,17,100.44,2.48,196.49,4.63
2017,4,4,18,100.46,2.64,206.49,4.79
2017,4,4,19,100.49,2.41,215.65,4.28
2017,4,4,20,100.5,2.11,227.4,3.5
2017,4,4,21,100.45,1.71,245.19,2.63
2017,4,4,22,100.42,1.3,261.05,1.89
2017,4,4,23,100.41,0.72,281.31,1.01
2017,4,5,0,100.39,0.64,354.43,0.89
2017,4,5,1,100.34,1.43,23.9,1.94
2017,4,5,2,100.28,1.99,33.32,2.7
2017,4,5,3,100.21,2.08,37.39,2.78
2017,4,5,4,100.17,2.06,36.22,2.75
2017,4,5,5,100.16,2.16,33.63,2.86
2017,4,5,6,100.15,2.5,38.27,3.6
2017,4,5,7,100.17,2.85,48.22,3.55
2017,4,5,8,100.18,3.48,55.52,3.94
2017,4,5,9,100.18,3.83,63.07,4.57
2017,4,5,10,100.16,3.28,75.93,4.17
2017,4,5,11,100.12,2.32,100.1,2.99
2017,4,5,12,100.05,1.6,147.4,2.13
2017,4,5,13,99.98,1.92,203.01,2.34
2017,4,5,14,99.91,2.65,233.64,3.12
2017,4,5,15,99.86,3.18,253.3,3.78
2017,4,5,16,99.82,3.34,271.07,4.27
2017,4,5,17,99.8,2.96,289.92,4.83
2017,4,5,18,99.8,2.86,305.77,5.24
2017,4,5,19,99.82,3.02,316.89,5.21
2017,4,5,20,99.86,3.03,324.22,4.9
2017,4,5,21,99.86,2.96,328.15,4.6
2017,4,5,22,99.85,2.96,327.95,4.57
2017,4,5,23,99.82,3.17,326.66,4.98
2017,4,6,0,99.8,3.65,333,5.56
2017,4,6,1,99.73,3.83,349.88,5.74
2017,4,6,2,99.68,3.39,4.75,5.29
2017,4,6,3,99.64,2.77,18.38,4.32
2017,4,6,4,99.6,2.57,33.74,3.9
2017,4,6,5,99.57,2.5,43.1,3.73
2017,4,6,6,99.57,2.37,44.6,3.64
2017,4,6,7,99.58,2.7,38.53,2.99
2017,4,6,8,99.6,2.34,16.26,2.61
2017,4,6,9,99.6,2.22,349.24,2.57
2017,4,6,10,99.59,2.28,328.87,2.57
2017,4,6,11,99.55,2.57,312.29,2.86
2017,4,6,12,99.52,3.02,301.68,3.39
2017,4,6,13,99.48,3.64,296.62,4.19
2017,4,6,14,99.46,4.35,295.87,5.13
2017,4,6,15,99.47,4.91,297.71,5.87
2017,4,6,16,99.5,5.16,300.1,6.17
2017,4,6,17,99.54,4.65,300.57,5.71
2017,4,6,18,99.58,3.39,298.93,5.22
2017,4,6,19,99.64,3.12,298.43,4.86
2017,4,6,20,99.7,2.93,297.66,4.42
2017,4,6,21,99.72,2.74,297.37,3.96
2017,4,6,22,99.73,2.55,297.59,3.48
2017,4,6,23,99.73,2.23,296.83,2.93
2017,4,7,0,99.74,1.9,292.02,2.42
2017,4,7,1,99.73,1.64,282.91,2.05
2017,4,7,2,99.73,1.4,274.79,1.74
2017,4,7,3,99.73,1.12,268,1.36
2017,4,7,4,99.73,0.84,264.13,1.04
2017,4,7,5,99.74,0.57,258.07,0.69
2017,4,7,6,99.77,0.16,206.57,0.21
2017,4,7,7,99.79,0.06,344.05,0.33
2017,4,7,8,99.8,0.65,289.52,0.9
2017,4,7,9,99.82,1.25,256.66,1.49
2017,4,7,10,99.82,1.92,242.91,2.28
2017,4,7,11,99.78,2.33,242.49,2.82
2017,4,7,12,99.74,2.77,243.94,3.41
2017,4,7,13,99.72,3.28,244.47,4.11
2017,4,7,14,99.67,3.57,244.05,4.52
2017,4,7,15,99.63,3.45,246.68,4.47
2017,4,7,16,99.62,3.27,255.2,4.31
2017,4,7,17,99.65,3.01,268.21,4.42
2017,4,7,18,99.66,2.69,283.59,4.31
2017,4,7,19,99.66,2.76,304.14,4.22
2017,4,7,20,99.7,3.11,316.43,4.73
2017,4,7,21,99.73,3.72,318.49,5.47
2017,4,7,22,99.75,4.97,318.57,6.34
2017,4,7,23,99.77,6.03,327.11,7.47
2017,4,8,0,99.8,6.44,335.73,7.99
2017,4,8,1,99.84,6.17,341.01,7.68
2017,4,8,2,99.86,5.29,348.41,6.7
2017,4,8,3,99.85,4.02,0.89,5.49
2017,4,8,4,99.85,2.95,10.98,4.6
2017,4,8,5,99.9,2.69,13.27,4.05
2017,4,8,6,99.95,2.69,11.41,3.69
2017,4,8,7,100,3.12,7.05,3.58
2017,4,8,8,100.07,3.54,358.74,4.06
2017,4,8,9,100.1,3.94,347.62,4.5
2017,4,8,10,100.11,4.08,332.5,4.65
2017,4,8,11,100.13,4.17,318.27,4.7
2017,4,8,12,100.16,4.34,306.87,4.84
2017,4,8,13,100.14,4.78,300.76,5.32
2017,4,8,14,100.11,5.28,300.63,5.94
2017,4,8,15,100.09,5.65,304.64,6.45
2017,4,8,16,100.1,5.8,312.05,6.74
2017,4,8,17,100.13,5.58,318.63,6.84
2017,4,8,18,100.18,4.27,324.07,6.61
2017,4,8,19,100.26,3.92,332.06,6.3
2017,4,8,20,100.33,3.56,339.41,5.51
2017,4,8,21,100.37,3.01,342.65,4.4
2017,4,8,22,100.39,2.68,344.95,3.62
2017,4,8,23,100.42,2.5,348.09,3.28
2017,4,9,0,100.44,2.46,350.51,3.19
2017,4,9,1,100.45,2.42,352.21,3.11
2017,4,9,2,100.48,2.42,356.48,3.09
2017,4,9,3,100.5,2.47,4.18,3.14
2017,4,9,4,100.54,2.56,13.95,3.26
2017,4,9,5,100.59,2.72,19.79,3.5
2017,4,9,6,100.65,2.74,23.5,3.83
2017,4,9,7,100.7,3.58,25.22,4.06
2017,4,9,8,100.75,4.12,21.7,4.67
2017,4,9,9,100.79,4.43,17.22,5.02
2017,4,9,10,100.79,4.62,11.92,5.23
2017,4,9,11,100.78,4.75,8.52,5.39
2017,4,9,12,100.75,4.89,6.89,5.6
2017,4,9,13,100.71,5.06,6.03,5.83
2017,4,9,14,100.66,5.32,6.58,6.19
2017,4,9,15,100.64,5.58,8.54,6.58
2017,4,9,16,100.64,5.67,11.76,6.82
2017,4,9,17,100.66,4.92,15.27,6.45
2017,4,9,18,100.71,3.85,19.17,6.27
2017,4,9,19,100.78,4.17,26.85,6.84
2017,4,9,20,100.84,4.32,34.61,6.98
2017,4,9,21,100.87,4.22,38.69,6.78
2017,4,9,22,100.84,4.12,40,6.61
2017,4,9,23,100.81,4.19,39.71,6.66
2017,4,10,0,100.79,4.28,40.41,6.64
2017,4,10,1,100.77,4.15,41.26,6.4
2017,4,10,2,100.76,3.97,41.09,6.12
2017,4,10,3,100.76,3.89,41.25,6
2017,4,10,4,100.77,3.79,42.16,5.77
2017,4,10,5,100.79,3.77,44.41,5.7
2017,4,10,6,100.8,4.05,47.27,5.92
2017,4,10,7,100.79,4.81,48.29,5.47
2017,4,10,8,100.8,5.74,49.42,6.9
2017,4,10,9,100.81,6.33,48.5,7.56
2017,4,10,10,100.79,6.37,43.76,7.63
2017,4,10,11,100.74,6.27,37.56,7.5
2017,4,10,12,100.68,6.17,31.11,7.37
2017,4,10,13,100.61,6.12,25.65,7.31
2017,4,10,14,100.53,6.14,22.29,7.39
2017,4,10,15,100.44,6.15,20.92,7.47
2017,4,10,16,100.4,6.02,20.6,7.42
2017,4,10,17,100.39,5.16,19.92,6.91
2017,4,10,18,100.4,4.27,18.57,6.92
2017,4,10,19,100.43,4.66,20.29,7.57
2017,4,10,20,100.46,5.01,24.01,7.78
2017,4,10,21,100.43,4.85,28.46,7.44
2017,4,10,22,100.38,4.67,33.05,7.12
2017,4,10,23,100.32,4.55,37.18,6.93
2017,4,11,0,100.27,4.44,41.07,6.75
2017,4,11,1,100.22,4.37,43.4,6.65
2017,4,11,2,100.17,4.23,44.85,6.43
2017,4,11,3,100.18,3.89,49.72,5.86
2017,4,11,4,100.21,3.58,55.23,5.33
2017,4,11,5,100.23,3.54,57.08,5.21
2017,4,11,6,100.23,3.84,55.18,5.33
2017,4,11,7,100.2,4.51,50.27,4.9
2017,4,11,8,100.18,4.42,50.52,4.87
2017,4,11,9,100.18,4.17,57.86,4.73
2017,4,11,10,100.14,3.63,62.99,4.16
2017,4,11,11,100.07,2.88,61.84,3.5
2017,4,11,12,100.03,2.05,55.58,2.57
2017,4,11,13,99.99,1.22,38.49,1.61
2017,4,11,14,99.94,1.01,357.34,1.17
2017,4,11,15,99.89,1.5,328.37,1.65
2017,4,11,16,99.86,2.16,324.41,2.57
2017,4,11,17,99.86,2.25,320.78,3.29
2017,4,11,18,99.85,2.7,321.47,4.21
2017,4,11,19,99.86,3.09,330.33,4.67
2017,4,11,20,99.91,3.18,337.78,4.65
2017,4,11,21,99.91,3.24,350.7,4.58
2017,4,11,22,99.89,3.14,7,4.38
2017,4,11,23,99.89,2.94,22.2,4.13
2017,4,12,0,99.89,2.78,32.12,4.08
2017,4,12,1,99.87,2.8,37.64,4.26
2017,4,12,2,99.83,2.79,40.91,4.34
2017,4,12,3,99.8,2.71,42.43,4.22
2017,4,12,4,99.78,2.57,42.41,3.92
2017,4,12,5,99.78,2.35,46.75,3.47
2017,4,12,6,99.81,2.02,56.06,2.98
2017,4,12,7,99.85,1.78,60.85,2.38
2017,4,12,8,99.9,1.55,56.07,1.69
2017,4,12,9,99.94,1.06,42.3,1.16
2017,4,12,10,99.97,0.72,19.61,0.78
2017,4,12,11,99.96,0.86,338.1,0.84
2017,4,12,12,99.93,1.43,325.88,1.55
2017,4,12,13,99.88,1.9,327.09,2.13
2017,4,12,14,99.82,2.06,336.26,2.39
2017,4,12,15,99.77,2.12,352.38,2.57
2017,4,12,16,99.74,2.19,8.22,2.77
2017,4,12,17,99.73,2.11,15.27,2.97
2017,4,12,18,99.72,2.52,13.82,3.53
2017,4,12,19,99.74,3.08,13.79,4.57
2017,4,12,20,99.76,3.6,19.54,5.58
2017,4,12,21,99.74,3.81,28.25,5.99
2017,4,12,22,99.7,3.77,31.88,5.76
2017,4,12,23,99.65,3.5,31.49,5.38
2017,4,13,0,99.61,3.23,29.85,4.99
2017,4,13,1,99.58,3.11,28.5,4.79
2017,4,13,2,99.54,3,26.23,4.63
2017,4,13,3,99.52,2.95,24.59,4.54
2017,4,13,4,99.5,3.1,23.98,4.68
2017,4,13,5,99.48,3.22,24.39,4.73
2017,4,13,6,99.46,3.74,23.78,4.69
2017,4,13,7,99.45,4.11,21.54,4.63
2017,4,13,8,99.44,4.36,20.58,4.88
2017,4,13,9,99.42,4.69,19.76,5.33
2017,4,13,10,99.37,4.96,17.12,5.7
2017,4,13,11,99.31,4.85,9.36,5.82
2017,4,13,12,99.23,4.92,359.82,6.01
2017,4,13,13,99.16,5.1,352.78,6.34
2017,4,13,14,99.08,5.19,348.89,6.59
2017,4,13,15,99.04,5.28,347.34,6.86
2017,4,13,16,99.05,5.3,346.8,7.09
2017,4,13,17,99.08,4.45,341.6,6.73
2017,4,13,18,99.12,3.87,339.7,6.95
2017,4,13,19,99.17,4.15,345.05,7.07
2017,4,13,20,99.24,4.19,350.66,6.85
2017,4,13,21,99.27,4.02,354.98,6.37
2017,4,13,22,99.27,3.78,358.1,5.91
2017,4,13,23,99.29,3.52,2.54,5.48
2017,4,14,0,99.32,3.31,6.77,5.03
2017,4,14,1,99.33,3.14,10.61,4.62
2017,4,14,2,99.35,2.98,14.11,4.29
2017,4,14,3,99.37,2.87,16.95,4.04
2017,4,14,4,99.4,2.84,19.63,3.88
2017,4,14,5,99.44,2.85,25.16,3.86
2017,4,14,6,99.5,2.6,34.22,3.84
2017,4,14,7,99.56,2.86,41.57,3.12
2017,4,14,8,99.62,2.4,36.53,2.78
2017,4,14,9,99.67,3.37,27.81,4.29
2017,4,14,10,99.67,3.12,21.3,4.09
2017,4,14,11,99.66,3.04,0.29,3.89
2017,4,14,12,99.66,3.43,341.57,4.3
2017,4,14,13,99.64,3.84,331.98,4.81
2017,4,14,14,99.62,4.15,326.67,5.28
2017,4,14,15,99.61,4.41,322.56,5.69
2017,4,14,16,99.62,4.54,317.93,6
2017,4,14,17,99.64,4.04,307.93,6.03
2017,4,14,18,99.69,3.69,301.57,6.59
2017,4,14,19,99.77,3.96,304.79,6.66
2017,4,14,20,99.84,3.68,311.82,5.91
2017,4,14,21,99.87,3.25,322.72,5
2017,4,14,22,99.88,2.84,337.32,4.1
2017,4,14,23,99.9,2.6,355.16,3.52
2017,4,15,0,99.91,2.4,8.97,3.17
2017,4,15,1,99.91,2.21,18.76,2.87
2017,4,15,2,99.92,2.03,27.55,2.59
2017,4,15,3,99.93,1.92,37.06,2.45
2017,4,15,4,99.96,1.9,47.66,2.43
2017,4,15,5,100,1.94,62.71,2.51
2017,4,15,6,100.04,1.93,79.01,2.75
2017,4,15,7,100.09,2.29,92.15,2.55
2017,4,15,8,100.12,1.96,93.43,2.22
2017,4,15,9,100.15,2,77.37,2.5
2017,4,15,10,100.15,1.56,81.63,1.91
2017,4,15,11,100.11,0.9,80.46,1.15
2017,4,15,12,100.07,0.25,65.85,0.41
2017,4,15,13,100.01,0.46,275.91,0.37
2017,4,15,14,99.96,1.08,272.9,1.1
2017,4,15,15,99.91,1.62,273.59,1.77
2017,4,15,16,99.91,2.04,274.84,2.36
2017,4,15,17,99.92,2.15,276.48,2.96
2017,4,15,18,99.93,2.2,278.36,3.46
2017,4,15,19,99.96,2.15,278.57,3.27
2017,4,15,20,99.99,1.77,274.81,2.59
2017,4,15,21,100,1.37,256.44,1.94
2017,4,15,22,99.98,1.38,220.18,1.98
2017,4,15,23,99.97,1.9,198.73,2.69
2017,4,16,0,99.96,2.43,189.61,3.3
2017,4,16,1,99.96,2.72,182.96,3.68
2017,4,16,2,99.94,2.87,175.78,3.89
2017,4,16,3,99.93,2.97,168.48,4.05
2017,4,16,4,99.91,3.1,161.47,4.29
2017,4,16,5,99.92,3.29,156.6,4.74
2017,4,16,6,99.93,3.62,154.54,5.12
2017,4,16,7,99.94,4.44,159.84,5.09
2017,4,16,8,99.95,5.17,172.09,6.06
2017,4,16,9,99.95,5.71,180.31,6.85
2017,4,16,10,99.94,6.09,188.71,7.44
2017,4,16,11,99.91,6.44,194.69,7.96
2017,4,16,12,99.86,6.67,197.95,8.32
2017,4,16,13,99.82,6.81,199.14,8.55
2017,4,16,14,99.76,6.86,199.57,8.63
2017,4,16,15,99.71,6.73,198.98,8.52
2017,4,16,16,99.69,6.48,197.76,8.28
2017,4,16,17,99.68,5.9,197.16,7.61
2017,4,16,18,99.68,4.48,195.49,6.69
2017,4,16,19,99.71,3.95,188.53,6.27
2017,4,16,20,99.75,3.99,179.66,6.3
2017,4,16,21,99.75,4.23,174.06,6.62
2017,4,16,22,99.73,4.54,172.89,7.09
2017,4,16,23,99.7,4.92,171.88,7.58
2017,4,17,0,99.67,5.21,170.33,7.99
2017,4,17,1,99.64,5.43,168.96,8.22
2017,4,17,2,99.6,5.41,166.99,8.18
2017,4,17,3,99.58,5.35,165.35,8.12
2017,4,17,4,99.56,5.21,163.28,7.97
2017,4,17,5,99.56,5.12,161.21,7.86
2017,4,17,6,99.59,5.91,158.59,7.74
2017,4,17,7,99.61,7.44,163.22,9.22
2017,4,17,8,99.64,8.77,171.49,10.77
2017,4,17,9,99.65,9.38,176.61,11.46
2017,4,17,10,99.64,9.75,180.41,11.89
2017,4,17,11,99.62,9.65,183.85,11.77
2017,4,17,12,99.59,9.2,187.02,11.23
2017,4,17,13,99.56,8.65,189.05,10.53
2017,4,17,14,99.53,7.94,187.98,9.67
2017,4,17,15,99.51,7.2,183.05,8.72
2017,4,17,16,99.5,6.47,178.75,7.87
2017,4,17,17,99.47,5.91,176.66,7.38
2017,4,17,18,99.44,5.33,175.63,7.31
2017,4,17,19,99.45,5.53,178.95,7.67
2017,4,17,20,99.47,5.96,182.25,7.91
2017,4,17,21,99.45,6.63,186.36,8.59
2017,4,17,22,99.42,6.82,193.45,8.74
2017,4,17,23,99.42,6.44,203.14,8.4
2017,4,18,0,99.42,5.44,214.53,7.43
2017,4,18,1,99.42,3.85,231.01,5.72
2017,4,18,2,99.46,2.96,258.72,4.57
2017,4,18,3,99.5,3.08,284.39,4.72
2017,4,18,4,99.57,3.43,303.18,5.18
2017,4,18,5,99.62,3.59,313.15,5.24
2017,4,18,6,99.69,4.25,318.66,5.1
2017,4,18,7,99.77,4.37,319.13,4.92
2017,4,18,8,99.84,4.37,316.23,4.87
2017,4,18,9,99.9,4.36,311.58,4.85
2017,4,18,10,99.94,4.49,304.44,5.03
2017,4,18,11,99.96,4.81,298.65,5.39
2017,4,18,12,99.98,5.08,296.09,5.68
2017,4,18,13,100,5.12,296.17,5.72
2017,4,18,14,100,4.93,297.94,5.52
2017,4,18,15,99.99,4.53,300.9,5.06
2017,4,18,16,100,3.98,307.03,4.45
2017,4,18,17,100.03,3.34,315.09,3.87
2017,4,18,18,100.06,2.42,327.54,3.47
2017,4,18,19,100.1,2.27,342.38,3.01
2017,4,18,20,100.15,1.98,0.9,2.55
2017,4,18,21,100.17,1.79,23.89,2.27
2017,4,18,22,100.16,1.76,50.39,2.22
2017,4,18,23,100.16,2.07,75.12,2.63
2017,4,19,0,100.14,2.43,93.32,3.15
2017,4,19,1,100.1,2.66,109.18,3.52
2017,4,19,2,100.06,2.82,123.6,3.77
2017,4,19,3,100.03,2.99,135.95,4.03
2017,4,19,4,100,3.15,145.21,4.28
2017,4,19,5,100.01,3.27,151.17,4.51
2017,4,19,6,100.05,3.28,154.35,4.71
2017,4,19,7,100.08,4.28,162.03,5.03
2017,4,19,8,100.12,5.4,176.68,6.36
2017,4,19,9,100.15,6.06,182.22,7.12
2017,4,19,10,100.16,6.54,187.14,7.72
2017,4,19,11,100.13,6.88,190.53,8.22
2017,4,19,12,100.09,7.11,192.89,8.58
2017,4,19,13,100.05,7.32,194.58,8.89
2017,4,19,14,100,7.49,195.73,9.13
2017,4,19,15,99.96,7.66,197.14,9.34
2017,4,19,16,99.95,7.68,197.53,9.37
2017,4,19,17,99.96,7.31,195.12,9.03
2017,4,19,18,99.97,6.05,189.89,8.23
2017,4,19,19,100,4.95,179.91,7.58
2017,4,19,20,100.03,4.83,169.27,7.47
2017,4,19,21,100.02,5.08,163.21,7.83
2017,4,19,22,100,5.36,159.98,8.2
2017,4,19,23,99.97,5.71,156.87,8.63
2017,4,20,0,99.93,6.08,154.49,9.05
2017,4,20,1,99.89,6.46,154.43,9.46
2017,4,20,2,99.85,7,155.47,9.94
2017,4,20,3,99.8,7.2,155.44,10.06
2017,4,20,4,99.74,7.25,155.01,10.08
2017,4,20,5,99.7,7.24,156.14,9.91
2017,4,20,6,99.68,7.61,157.23,9.57
2017,4,20,7,99.65,8.83,160.52,11.01
2017,4,20,8,99.63,10.02,167.62,12.34
2017,4,20,9,99.62,10.05,173.93,12.42
2017,4,20,10,99.6,10.13,180.53,12.66
2017,4,20,11,99.58,10.6,187.88,13.38
2017,4,20,12,99.6,11.02,196.85,13.9
2017,4,20,13,99.6,9.85,205.67,12.45
2017,4,20,14,99.6,7.92,218.07,10.12
2017,4,20,15,99.59,6.17,234.18,7.99
2017,4,20,16,99.63,5.04,250.05,6.54
2017,4,20,17,99.69,3.67,267.44,4.79
2017,4,20,18,99.76,2.03,294.79,3.43
2017,4,20,19,99.86,1.59,323.41,2.46
2017,4,20,20,99.95,1.24,356.02,1.72
2017,4,20,21,99.95,1.44,37.49,1.88
2017,4,20,22,99.94,1.59,36.81,2.03
2017,4,20,23,99.93,1.74,25.76,2.2
2017,4,21,0,99.94,2,7.88,2.53
2017,4,21,1,99.93,2.69,1.17,3.6
2017,4,21,2,99.93,3.38,3.98,4.98
2017,4,21,3,99.97,4.2,3.52,6.3
2017,4,21,4,100.02,4.9,2.65,6.74
2017,4,21,5,100.06,4.63,359.03,6.39
2017,4,21,6,100.12,4.46,353.56,5.78
2017,4,21,7,100.21,4.65,346.99,5.43
2017,4,21,8,100.26,4.57,343.73,5.26
2017,4,21,9,100.31,4.42,343.04,5.07
2017,4,21,10,100.36,4.23,336.27,4.83
2017,4,21,11,100.4,3.94,329.52,4.47
2017,4,21,12,100.41,3.72,324.14,4.2
2017,4,21,13,100.39,3.59,318.36,4.03
2017,4,21,14,100.36,3.92,312.41,4.38
2017,4,21,15,100.33,4.35,312.02,4.87
2017,4,21,16,100.32,4.64,316.3,5.23
2017,4,21,17,100.34,4.76,322.94,5.63
2017,4,21,18,100.36,3.81,330.28,5.85
2017,4,21,19,100.41,3.87,339.29,6.21
2017,4,21,20,100.48,3.84,348.62,6.21
2017,4,21,21,100.54,4.03,359.44,6.47
2017,4,21,22,100.52,4.44,15.95,6.85
2017,4,21,23,100.53,4.58,25.69,6.97
2017,4,22,0,100.52,4.42,29.33,6.77
2017,4,22,1,100.48,4.31,29.17,6.6
2017,4,22,2,100.44,4.27,27.92,6.48
2017,4,22,3,100.4,4.42,27.83,6.48
2017,4,22,4,100.34,4.42,27.47,6.4
2017,4,22,5,100.29,4.54,27.89,6.42
2017,4,22,6,100.27,5.11,25.63,6.24
2017,4,22,7,100.26,5.57,25.16,6.44
2017,4,22,8,100.25,5.77,27.57,6.72
2017,4,22,9,100.23,5.54,26.82,6.44
2017,4,22,10,100.18,5.06,23.84,5.85
2017,4,22,11,100.13,4.46,19.67,5.1
2017,4,22,12,100.04,3.99,16.38,4.56
2017,4,22,13,99.98,3.67,6.35,4.17
2017,4,22,14,99.9,3.73,359.76,4.25
2017,4,22,15,99.83,3.92,359.09,4.55
2017,4,22,16,99.78,4.2,0.53,4.99
2017,4,22,17,99.75,4.14,4.66,5.46
2017,4,22,18,99.73,3.93,10.19,6.12
2017,4,22,19,99.75,4.26,13.37,6.68
2017,4,22,20,99.83,4.36,10.53,6.61
2017,4,22,21,99.86,4.37,2.97,6.42
2017,4,22,22,99.84,4.4,356.94,6.39
2017,4,22,23,99.84,3.96,350.13,6.08
2017,4,23,0,99.82,3.77,344.27,5.96
2017,4,23,1,99.8,3.73,338.64,5.97
2017,4,23,2,99.8,3.79,332.54,6.03
2017,4,23,3,99.82,3.84,326.28,6.04
2017,4,23,4,99.85,3.86,318.53,6.02
2017,4,23,5,99.88,3.9,311.1,6.05
2017,4,23,6,99.94,3.76,307.82,5.96
2017,4,23,7,100.02,4.62,306.4,5.78
2017,4,23,8,100.1,4.7,304.03,5.59
2017,4,23,9,100.16,4.34,302.43,5.12
2017,4,23,10,100.19,4.09,299.31,4.79
2017,4,23,11,100.19,4.03,295.37,4.66
2017,4,23,12,100.19,4.06,290.59,4.64
2017,4,23,13,100.19,4.22,285.68,4.75
2017,4,23,14,100.2,4.56,281.68,5.08
2017,4,23,15,100.22,4.83,279.68,5.41
2017,4,23,16,100.27,4.71,279.17,5.31
2017,4,23,17,100.31,4.15,278.01,4.85
2017,4,23,18,100.36,2.94,275.65,4.38
2017,4,23,19,100.4,2.59,270.17,3.55
2017,4,23,20,100.45,2,251.57,2.58
2017,4,23,21,100.46,1.95,224.51,2.45
2017,4,23,22,100.46,2.26,212.87,2.86
2017,4,23,23,100.45,2.43,211.03,3.1
2017,4,24,0,100.45,2.32,216.37,2.96
2017,4,24,1,100.45,1.99,222.77,2.53
2017,4,24,2,100.45,1.37,222.69,1.72
2017,4,24,3,100.44,0.57,185.55,0.67
2017,4,24,4,100.45,1.06,91.7,1.19
2017,4,24,5,100.47,2.06,83.68,2.56
2017,4,24,6,100.51,2.47,82.72,3.23
2017,4,24,7,100.57,2.86,77.06,3.02
2017,4,24,8,100.62,2.5,59.99,2.64
2017,4,24,9,100.65,1.95,38.48,2.04
